,id,type_id,sub_type_id,fixture_id,player_id,related_player_id,period_id,participant_id,addition,minute,sort_order
0,36996027,19,,18536657,74124.0,,4229047,3317,3rd Yellow Card,77,1
1,37016223,19,,18536657,62871.0,,4229047,3317,4th Yellow Card,87,1
2,37027345,19,,18536657,12426453.0,,4229047,1079,5th Yellow Card,90,1
3,36947547,19,,18536657,75066.0,,4229047,3317,2nd Yellow Card,52,1
4,37164529,10,,18536657,31907.0,,4229047,1079,Goal cancelled,55,1
5,36896971,19,,18536657,31346.0,,4228654,1079,1st Yellow Card,35,1
6,38615518,19,,18536670,74124.0,,4243685,3317,2nd Yellow Card,57,1
7,38573509,19,,18536670,32384.0,,4243214,3317,1st Yellow Card,33,1
8,38674123,19,,18536670,32392.0,,4243685,3317,4th Yellow Card,85,1
9,38699012,10,,18536670,186899.0,,4243685,366,Penalty cancelled,90,1
10,38620659,19,,18536670,32769.0,,4243685,366,3rd Yellow Card,58,1
11,69232775,19,,18536676,,,4258215,3317,,35,1
12,39866800,10,,18536676,62502.0,,4258215,683,Penalty confirmed,68,1
13,39866777,19,,18536676,31022.0,,4258215,683,1st Red Card,90,1
14,39871290,19,,18536676,31022.0,,4258215,683,2nd Yellow Card,90,1
15,39842861,19,,18536676,75066.0,,4258046,3317,1st Yellow Card,34,1
16,79693428,21,,18536676,75066.0,,4258215,3317,,69,1
17,41464973,19,,18536688,43243.0,,4278332,3317,1st Yellow Card,90,1
18,43379615,19,,18536698,75066.0,,4303151,3317,1st Yellow Card,23,1
19,43386154,19,,18536698,32187.0,,4303151,90,2nd Yellow Card,31,1
20,43464339,19,,18536698,53581.0,,4303561,90,3rd Yellow Card,72,1
21,44269079,19,,18536706,32070.0,,4315381,3317,4th Yellow Card,86,1
22,44213751,19,,18536706,32374.0,,4315381,3321,3rd Yellow Card,52,1
23,44165574,19,,18536706,32392.0,,4314805,3317,1st Yellow Card,43,1
24,44206320,19,,18536706,74124.0,,4315381,3317,2nd Yellow Card,48,1
25,69233600,19,,18536706,,,4315381,3317,,44,1
26,45613347,19,,18536713,31260.0,,4332853,3317,2nd Yellow Card,48,1
27,45613606,10,,18536713,31260.0,,4332853,3317,Card adjusted,50,1
28,45617688,19,,18536713,62871.0,,4332853,3317,3rd Yellow Card,58,1
29,45622981,19,,18536713,23707369.0,,4332853,3317,4th Yellow Card,64,1
30,45625194,19,,18536713,27066711.0,,4332853,794,6th Yellow Card,67,1
31,45623716,19,,18536713,24852.0,,4332853,3317,5th Yellow Card,65,1
32,45597341,19,,18536713,31982.0,,4332660,794,1st Yellow Card,40,1
33,45628547,19,,18536713,32393.0,,4332853,794,7th Yellow Card,74,1
