,id,type_id,sub_type_id,fixture_id,player_id,related_player_id,period_id,participant_id,addition,minute,sort_order
0,38927968,19,,18545097,186678.0,,4245202.0,361,1st Yellow Card,52,1
1,40746617,19,,18545100,163152.0,,4267980.0,7980,1st Yellow Card,48,1
2,40759882,19,,18545100,1988.0,,4267980.0,3477,1st Red Card,90,1
3,40760607,19,,18545100,7698436.0,,4267980.0,3477,4th Yellow Card,90,1
4,40760778,19,,18545100,186552.0,,4267980.0,3477,4th Yellow Card,90,1
5,40758913,19,,18545100,186514.0,,4267980.0,7980,2nd Yellow Card,90,1
6,79743379,20,,18545100,455900.0,,4267980.0,7980,,90,1
7,41961456,19,,18545112,63020.0,,4284951.0,106,1st Yellow Card,3,1
8,41990889,19,,18545112,1988.0,,4284951.0,3477,2nd Yellow Card,39,1
9,42015472,19,,18545112,835.0,,4285263.0,3477,4th Yellow Card,73,1
10,41992756,19,,18545112,129502.0,,4284951.0,3477,3rd Yellow Card,44,1
11,75399503,19,,18545112,380970.0,,4285263.0,3477,,90,1
12,42029809,10,,18545112,186552.0,,4285263.0,3477,Penalty cancelled,90,1
13,42027827,19,,18545112,8062.0,,4285263.0,3477,5th Yellow Card,90,1
14,43608592,19,,18545124,186567.0,,4304765.0,1099,4th Yellow Card,81,1
15,43576511,19,,18545124,188760.0,,4304597.0,1099,1st Yellow Card,42,1
16,43576915,19,,18545124,37540621.0,,4304597.0,3477,2nd Yellow Card,42,1
17,43601128,19,,18545124,186694.0,,4304765.0,1099,3rd Yellow Card,60,1
18,45144833,19,,18545130,25451.0,,4323816.0,485,2nd Yellow Card,89,1
19,45131689,19,,18545130,24468970.0,,4323689.0,3477,1st Yellow Card,40,1
20,46670056,19,,18545147,186591.0,,4342613.0,676,1st Yellow Card,26,1
21,46719456,19,,18545147,7698436.0,,4342613.0,3477,3rd Yellow Card,41,1
22,46760312,19,,18545147,37402078.0,,4343265.0,676,5th Yellow Card,60,1
23,46727718,19,,18545147,24071.0,,4343265.0,676,4th Yellow Card,45,1
24,46773599,19,,18545147,130177.0,,4343265.0,676,6th Yellow Card,69,1
25,46784893,10,,18545147,1988.0,,4343265.0,3477,Penalty cancelled,83,1
26,46712757,19,,18545147,212976.0,,4342613.0,676,2nd Yellow Card,38,1
27,49120788,19,,18545150,189290.0,,4371885.0,6827,4th Yellow Card,49,1
28,49054238,19,,18545150,186418.0,,4371551.0,3477,2nd Yellow Card,37,1
29,49191642,19,,18545150,7698436.0,,4371885.0,3477,5th Yellow Card,75,1
30,49255685,20,,18545150,189238.0,,4371885.0,6827,1st Red Card,90,1
31,49054237,19,,18545150,189061.0,,4371551.0,6827,1st Yellow Card,36,1
32,49059086,19,,18545150,835.0,,4371551.0,3477,3rd Yellow Card,38,1
33,69302980,19,,18545165,,,4406803.0,3477,,26,1
34,52588000,19,,18545165,436921.0,,4407040.0,594,4th Yellow Card,68,1
35,52590883,19,,18545165,530758.0,,4407040.0,594,7th Yellow Card,82,1
36,52590278,19,,18545165,380970.0,,4407040.0,3477,6th Yellow Card,78,1
37,52588742,19,,18545165,186753.0,,4407040.0,594,5th Yellow Card,75,1
38,52593480,19,,18545165,186977.0,,4407040.0,594,,90,1
39,52569749,19,,18545165,294.0,,4407040.0,594,2nd Yellow Card,55,1
40,52569557,19,,18545165,97664.0,,4407040.0,3477,1st Yellow Card,45,1
41,52583582,19,,18545165,129502.0,,4407040.0,3477,3rd Yellow Card,65,1
42,75399660,19,,18545165,186977.0,,4407040.0,594,,90,1
43,69303731,19,,18545177,364986.0,,4435120.0,459,,61,1
44,69303734,19,,18545177,189296.0,,4435120.0,459,,49,1
45,69303737,19,,18545177,129502.0,,4435120.0,3477,,66,1
46,69303741,19,,18545177,186329.0,,4435120.0,459,,72,1
47,69303744,19,,18545177,36085251.0,,4435120.0,459,,78,1
48,69303738,19,,18545177,2775.0,,4435120.0,459,,66,1
49,69303746,19,,18545177,186147.0,,4435120.0,3477,,90,1
50,69303773,19,,18545177,177188.0,,4435093.0,459,,27,1
51,54865944,19,,18545180,380970.0,,4439709.0,3477,1st Yellow Card,90,1
52,69304092,20,,18545198,448342.0,,4453866.0,3477,,8,1
53,56353549,19,,18545198,1471.0,,4453866.0,3477,1st Yellow Card,7,1
54,56393217,19,,18545198,7698436.0,,4454114.0,3477,2nd Yellow Card,50,1
55,56396423,19,,18545198,380970.0,,4454114.0,3477,3rd Yellow Card,57,1
56,56395999,19,,18545198,380970.0,,4454114.0,3477,1st Red Card,57,1
57,79744482,19,,18545198,187102.0,,4454114.0,618,,61,1
58,79744485,20,,18545198,448342.0,,4454114.0,3477,,58,1
