,id,type_id,sub_type_id,fixture_id,player_id,related_player_id,period_id,participant_id,addition,minute,sort_order
0,75606164,19,,95581,31730.0,,818279,510,,87,1
1,30716109,19,,95581,30328.0,,818279,510,,69,1
2,30717316,19,,95683,30871.0,,818483,366,,84,1
3,30717298,19,,95683,32101.0,,818483,510,,58,1
4,30717336,19,,95683,31730.0,,818483,510,,90,1
5,30717285,19,,95683,30328.0,,818482,510,,21,1
6,75606987,21,,95775,32101.0,,818661,510,,90,1
7,75606991,19,,95775,32101.0,,818661,510,,84,1
8,30718423,19,,95775,30987.0,,818661,2726,,72,1
9,30719753,19,,96593,31144.0,,820282,3321,,25,1
10,30719736,19,,96593,30328.0,,820282,510,,11,1
11,71275057,20,,96593,31714.0,,820282,3321,,7,1
12,30720788,19,,96839,31224.0,,820775,3317,,61,1
13,30720758,19,,96839,29801.0,,820775,3317,,47,1
14,30720779,19,,96839,32130.0,,820775,3317,,56,1
15,30720811,19,,96839,1371.0,,820775,510,,90,1
16,30720741,19,,96839,30328.0,,820774,510,,14,1
17,30722555,19,,97032,31198.0,,821160,90,,32,1
18,30722562,19,,97032,30025.0,,821161,90,,90,1
19,30723115,19,,97079,29718.0,,821254,510,,33,1
20,30723132,19,,97079,31558.0,,821255,3543,,90,1
21,75609435,19,,97199,31597.0,,821495,794,,85,1
22,30724698,19,,97199,30898.0,,821494,794,,26,1
23,30724735,19,,97199,31806.0,,821495,794,,49,1
24,30724750,19,,97199,32101.0,,821495,510,,63,1
25,30725214,19,,97245,31624.0,,821586,3319,,28,1
26,30726709,19,,97363,29702.0,,821823,510,,66,1
27,30726705,19,,97363,29718.0,,821823,510,,62,1
28,30726694,19,,97363,31251.0,,821822,2708,,45,1
29,30726682,19,,97363,31572.0,,821822,2708,,21,1
30,30726672,19,,97363,30869.0,,821822,2708,,18,1
31,30727061,19,,97391,22887.0,,821879,67,,87,1
32,30727047,19,,97391,30328.0,,821879,510,,77,1
33,30728695,19,,97532,31680.0,,822161,683,,53,1
34,30728714,19,,97532,1931.0,,822161,683,,73,1
35,30728695,19,,97532,31680.0,,822161,683,,53,1
36,30728714,19,,97532,1931.0,,822161,683,,73,1
37,30729129,19,,97570,24101.0,,822237,2554,,71,1
38,30729136,19,,97570,1371.0,,822237,510,,84,1
39,30729149,19,,97570,31684.0,,822237,2554,,90,1
40,30730840,19,,97714,31730.0,,822525,510,,73,1
41,30730792,19,,97714,6272.0,,822524,2642,,24,1
42,30730801,19,,97714,32179.0,,822524,2642,,29,1
43,30730817,19,,97714,29718.0,,822525,510,,50,1
44,30730831,19,,97714,30328.0,,822525,510,,57,1
45,30730783,19,,97714,31002.0,,822524,510,,20,1
46,30731226,19,,97759,30365.0,,822615,68,,74,1
47,30732817,19,,97892,918.0,,822881,503,,47,1
48,30732805,19,,97892,31730.0,,822880,510,,43,1
49,30732794,19,,97892,511.0,,822880,503,,43,1
50,30732825,19,,97892,30328.0,,822881,510,,90,1
51,30733896,19,,98004,31653.0,,823103,510,,49,1
52,30733933,19,,98004,29843.0,,823103,366,,90,1
53,30733915,19,,98004,30236.0,,823103,366,,72,1
