,id,type_id,sub_type_id,fixture_id,player_id,related_player_id,period_id,participant_id,addition,minute,sort_order
0,33602449,19,,11886047,1918.0,,3402021,3317,,58,1
1,33602435,19,,11886047,32048.0,,3402020,3317,,17,1
2,77110643,19,,11886047,32384.0,,3402021,3317,,90,1
3,77110646,19,,11886047,35574.0,,3402021,503,,75,1
4,77110647,19,,11886047,31000.0,,3402021,503,,76,1
5,33602463,19,,11886047,30286.0,,3402021,503,,71,1
6,33602610,19,,11886059,33793.0,,3402044,3317,,36,1
7,33602817,19,,11886072,29773.0,,3402070,3317,,40,1
8,77110856,19,,11886072,2987.0,,3402071,67,,51,1
9,77110947,19,,11886078,383924.0,,3402083,794,,89,1
10,77110953,19,,11886078,31772.0,,3402083,3317,,75,1
11,33602958,19,,11886078,31039.0,,3402082,3317,,37,1
12,33602951,19,,11886078,25112.0,,3402082,794,,33,1
13,33603126,19,,11886089,38117.0,,3402104,2642,,45,1
14,77111076,19,,11886089,539837.0,,3402105,3317,,90,1
15,77111077,19,,11886089,33684.0,,3402105,2642,,90,1
16,77111078,19,,11886089,29773.0,,3402105,3317,,90,1
17,77111079,19,,11886089,32565.0,,3402105,3317,,82,1
18,77111081,19,,11886089,38142.0,,3402105,2642,,75,1
19,77111085,19,,11886089,32179.0,,3402105,2642,,50,1
20,33603127,19,,11886089,32070.0,,3402104,3317,,45,1
21,33603206,19,,11886098,31486.0,,3402122,3320,,72,1
22,77111099,20,,11886098,186725.0,,3402122,3320,,41,1
23,33603386,19,,11886106,1918.0,,3402139,3317,,55,1
24,33603394,19,,11886106,31257.0,,3402139,1092,,75,1
25,33603398,19,,11886106,32794.0,,3402139,1092,,88,1
26,33603368,19,,11886106,31573.0,,3402138,1092,,45,1
27,33603363,19,,11886106,1439.0,,3402138,3317,,31,1
28,33603377,19,,11886106,31039.0,,3402139,3317,,52,1
29,33603384,19,,11886113,32565.0,,3402153,3317,,57,1
30,33603403,19,,11886113,31729.0,,3402153,82,,80,1
31,33603701,19,,11886123,30548.0,,448346,2726,,56,1
32,33603719,19,,11886123,31146.0,,448346,2726,,90,1
33,33603706,19,,11886123,32373.0,,448346,2726,,74,1
34,33603711,19,,11886123,32048.0,,448346,3317,,78,1
35,33603713,19,,11886123,29773.0,,448346,3317,,78,1
36,77111180,21,,11886123,32048.0,,448346,3317,,84,1
37,33603522,19,,11886136,1439.0,,448348,3317,,70,1
38,33603515,19,,11886136,2178933.0,,448348,1079,,62,1
39,33603779,19,,11886140,32384.0,,3402206,3317,,23,1
40,33603775,19,,11886140,32584.0,,3402206,277,,17,1
41,33603784,19,,11886140,32048.0,,3402207,3317,,90,1
42,33603929,19,,11886153,31772.0,,3402232,3317,,76,1
43,77111334,20,,11886153,32134.0,,3402232,3317,,28,1
44,33603926,19,,11886153,1918.0,,3402232,3317,,24,1
45,33603929,19,,11886153,31772.0,,3402232,3317,,76,1
46,77111334,20,,11886153,32134.0,,3402232,3317,,28,1
47,33603926,19,,11886153,1918.0,,3402232,3317,,24,1
48,33604014,19,,11886159,1918.0,,3402244,3317,,5,1
49,33604026,19,,11886159,30372.0,,3402244,68,,19,1
50,33604019,19,,11886159,32048.0,,3402244,3317,,18,1
51,33604035,19,,11886159,29773.0,,3402244,3317,,83,1
52,77111369,21,,11886159,30372.0,,3402244,68,,45,1
53,33604278,19,1496.0,11886168,33793.0,,3402262,3317,,9,1
54,33604282,19,1496.0,11886168,31772.0,,3402262,3317,,24,1
55,85959209,10,,11886168,310131.0,,3402262,366,Goal Disallowed,39,1
56,33604292,19,1496.0,11886168,96839.0,,3402263,366,,52,1
57,33604330,19,1501.0,11886168,30986.0,,3402263,3317,,90,1
58,33604304,19,1497.0,11886168,109871.0,,3402263,366,,71,1
59,33604311,19,1497.0,11886168,30236.0,,3402263,366,,72,1
60,33604322,19,1497.0,11886168,32070.0,,3402263,3317,,72,1
61,33604056,19,,11886177,1439.0,,3402280,3317,,4,1
62,33604063,19,,11886177,33747.0,,3402281,3317,,90,1
63,33604215,19,,11886183,31550.0,,3402293,3321,,71,1
64,33604225,19,,11886183,31039.0,,3402293,3317,,75,1
65,33604235,19,,11886183,1452322.0,,3402293,3321,,76,1
66,33604245,19,,11886183,539837.0,,3402293,3317,,86,1
67,33604205,19,,11886183,1918.0,,3402292,3317,,29,1
