,id,type_id,sub_type_id,fixture_id,player_id,related_player_id,period_id,participant_id,addition,minute,sort_order
0,31366572,19,,399426,185079.0,,335470,429,,57,1
1,31366583,19,,399426,95134.0,,335470,103,,67,1
2,31366590,19,,399426,32449.0,,335470,429,,76,1
3,31366562,19,,399426,159020.0,,1371900,429,,41,1
4,31367195,19,,399560,36489.0,,335488,377,,90,1
5,31367128,19,,399560,185079.0,,1372098,429,,27,1
6,31367156,19,,399560,185953.0,,335488,377,,52,1
7,31367149,19,,399560,186354.0,,1372098,429,,45,1
8,31367142,19,,399560,186510.0,,1372098,377,,43,1
9,31367137,19,,399560,32449.0,,1372098,429,,37,1
10,31367167,19,,399560,185163.0,,335488,429,,83,1
11,31367173,19,,399560,185772.0,,335488,377,,84,1
12,31367178,19,,399560,184981.0,,335488,377,,89,1
13,31367187,19,,399560,185944.0,,335488,377,,90,1
14,70934190,19,,399655,185866.0,,335496,429,,84,1
15,31367371,19,,399655,7055.0,,1372240,429,,16,1
16,31367382,19,,399655,23018.0,,1372240,429,,32,1
17,31367397,19,,399655,107148.0,,335496,429,,54,1
18,31367416,19,,399655,158323.0,,335496,429,,88,1
19,31367413,19,,399655,185079.0,,335496,429,,79,1
20,31367580,19,,399674,184941.0,,335499,3468,,50,1
21,31367592,19,,399674,158323.0,,335499,429,,65,1
22,31367805,19,,399763,185482.0,,1372400,36,,42,1
23,31367820,19,,399763,159020.0,,335509,429,,69,1
24,31367838,19,,399763,128158.0,,335509,36,,73,1
25,31367843,19,,399763,185163.0,,335509,429,,76,1
26,31367880,19,,399763,158323.0,,335509,429,,79,1
27,31367864,19,,399763,185516.0,,335509,36,,79,1
28,31368252,19,,399904,186287.0,,1372610,618,,41,1
29,31368264,19,,399904,95066.0,,335532,618,,62,1
30,31368272,19,,399904,62906.0,,335532,618,,86,1
31,31368278,19,,399904,185079.0,,335532,429,,89,1
32,31368247,19,,399904,186368.0,,1372610,618,,33,1
33,31368238,19,,399904,185163.0,,1372610,429,,3,1
34,31368627,19,,399981,33846.0,,1372724,676,,30,1
35,31368650,19,,399981,185707.0,,335551,429,,68,1
36,31368605,19,,399981,4184.0,,1372724,676,,9,1
37,71323831,19,,399981,154228.0,,335551,429,,77,1
38,87708942,19,,399981,,,335551,429,,77,1
39,31368978,19,,400070,109327.0,,335568,429,,52,1
40,31368960,19,,400070,159145.0,,1372856,214,,35,1
41,31369023,19,,400070,107850.0,,335568,429,,86,1
42,31369031,19,,400070,1988.0,,335568,214,,90,1
43,31369010,19,,400070,186095.0,,335568,214,,77,1
44,31368997,19,,400070,185743.0,,335568,429,,75,1
45,31368989,19,,400070,4852.0,,335568,214,,71,1
46,87708975,19,,400070,,,335568,429,,86,1
47,75878576,19,,400070,32449.0,,335568,429,,90,1
48,87778992,19,,400166,,,335579,429,,69,1
49,31369276,19,,400166,185895.0,,335579,528,,79,1
50,71323864,19,,400166,186354.0,,335579,429,,80,1
51,31369236,19,,400166,159020.0,,1373000,429,,37,1
52,31369246,19,,400166,185329.0,,335579,528,,52,1
53,31369264,19,,400166,107148.0,,335579,429,,69,1
54,31369255,19,,400166,23018.0,,335579,429,,53,1
55,31369459,19,,400190,7055.0,,335583,429,,60,1
56,31369474,19,,400190,185062.0,,335583,106,,62,1
57,31369445,19,,400190,154228.0,,1373036,429,,31,1
58,31369713,19,,400278,6289.0,,1373168,931,,43,1
59,75878749,21,,400278,107148.0,,1373168,429,,29,1
60,31369669,19,,400278,107148.0,,1373168,429,,16,1
61,31369684,19,,400278,186616.0,,1373168,931,,18,1
62,31369726,19,,400278,177384.0,,1373168,931,,59,1
63,31369700,19,,400278,108735.0,,1373168,931,,29,1
64,31369970,19,,400399,185743.0,,1373348,429,,33,1
65,31369990,19,,400399,23018.0,,1373348,429,,37,1
66,31370002,19,,400399,185033.0,,335617,594,,52,1
67,31370014,19,,400399,185079.0,,335617,429,,90,1
68,31370464,19,,400492,185743.0,,1373484,429,,13,1
69,31370473,19,,400492,30965.0,,1373484,7980,,33,1
70,31370502,19,,400492,186354.0,,1373484,429,,40,1
71,31370487,19,,400492,186514.0,,1373484,7980,,38,1
72,87668554,19,,1096046,3933.0,,2630555,126,,43,1
73,87668555,19,,1096046,24243.0,,2630556,126,,50,1
74,87668556,19,,1096046,1121.0,,2630556,429,,56,1
75,87668562,19,,1096046,107850.0,,2630556,429,,77,1
76,87668565,19,,1096046,185741.0,,2630556,126,,88,1
77,31370652,19,,400574,170673.0,,335638,126,,50,1
78,31370656,19,,400574,159020.0,,335638,429,,60,1
79,31370659,19,,400574,158323.0,,335638,429,,61,1
80,31370664,19,,400574,25058.0,,335638,429,,73,1
81,31370649,19,,400574,108883.0,,1373608,126,,24,1
82,31370644,19,,400574,185057.0,,1373608,126,,11,1
83,87707912,19,,400574,,,335638,429,,73,1
84,31370679,19,,400574,107850.0,,335638,429,,86,1
85,87707915,19,,400574,,,335638,429,,86,1
86,31371160,19,,400750,185998.0,,1373892,1099,,33,1
87,31371184,19,,400750,186466.0,,1373892,1099,,34,1
88,31371212,19,,400750,185079.0,,335665,429,,50,1
89,31371242,19,,400750,7055.0,,335665,429,,52,1
90,31371275,19,,400750,159020.0,,335665,429,,68,1
91,31371279,19,,400750,185866.0,,335665,429,,90,1
92,31371263,19,,400750,185314.0,,335665,429,,56,1
93,75879150,20,,400825,62942.0,,335680,3477,,80,1
94,31371389,19,,400825,158323.0,,335680,429,,56,1
95,31371395,19,,400825,107850.0,,335680,429,,61,1
96,31371401,19,,400825,185079.0,,335680,429,,70,1
97,31371407,19,,400825,185528.0,,335680,3477,,75,1
98,31371721,19,,400912,185817.0,,335694,429,,85,1
99,31371711,19,,400912,186322.0,,335694,13258,,63,1
100,31372040,19,,400978,107472.0,,335703,3457,,68,1
101,31372029,19,,400978,185079.0,,1374254,429,,43,1
102,31372015,19,,400978,78258.0,,1374254,3457,,42,1
