,id,type_id,sub_type_id,fixture_id,player_id,related_player_id,period_id,participant_id,addition,minute,sort_order
0,32622513,19,,10373520,25434.0,,3104873,4070,,31,1
1,32622518,19,,10373520,129860.0,,394079,4070,,88,1
2,32622609,19,,10373538,272.0,,394099,37,,58,1
3,32622613,19,,10373538,132671.0,,394099,708,,81,1
4,32622595,19,,10373541,132671.0,,3104913,708,,44,1
5,32622604,19,,10373541,127620.0,,394097,585,,82,1
6,32622601,19,,10373541,129431.0,,394097,585,,52,1
7,32622598,19,,10373541,1717.0,,394097,708,,47,1
8,32714537,19,,10420122,333729.0,,3134925,708,,36,1
9,32714527,19,,10420122,130145.0,,3134925,708,,6,1
10,32714588,19,,10420122,128899.0,,402604,708,,90,1
11,32714562,19,,10420122,25242.0,,402604,708,,49,1
12,32714571,19,,10420122,127531.0,,402604,394,,60,1
13,32714597,19,,10420122,164153.0,,402604,394,,90,1
14,32714581,19,,10420122,1717.0,,402604,708,,64,1
15,32714550,19,,10420122,129910.0,,3134925,394,,40,1
16,32714548,19,,10420129,129501.0,,402611,113,,65,1
17,32714534,19,,10420129,129769.0,,402611,113,,51,1
18,32714560,19,,10420129,128943.0,,402611,708,,78,1
19,32714164,19,,10420134,70917.0,,402610,708,,48,1
20,32714171,19,,10420134,133649.0,,402610,708,,88,1
21,32714157,19,,10420134,62890.0,,3134949,613,,31,1
22,32714530,19,,10420146,96798.0,,402622,109,,90,1
23,32714514,19,,10420146,128943.0,,402622,708,,86,1
24,32714546,19,,10420146,4947.0,,402622,109,,90,1
25,32714482,19,,10420146,70917.0,,402622,708,,54,1
26,32714466,19,,10420146,219202.0,,402622,109,,52,1
27,32714501,19,,10420146,129921.0,,402622,708,,61,1
28,32714707,19,,10420152,128899.0,,402631,708,,89,1
29,32714710,19,,10420152,133972.0,,402631,522,,90,1
30,32714697,19,,10420152,1717.0,,402631,708,,46,1
31,32714704,19,,10420152,130011.0,,402631,522,,78,1
32,32714700,19,,10420152,61654.0,,402631,522,,50,1
33,32714693,19,,10420152,25284.0,,3134985,522,,31,1
34,32714801,19,,10420163,34006.0,,3135007,97,,3,1
35,76624278,19,,10420163,132132.0,,402643,97,,86,1
36,32714807,19,,10420163,132259.0,,3135007,708,,77,1
37,76624288,21,,10420163,34006.0,,3135007,97,,40,1
38,32714923,19,,10420171,128405.0,,3135023,398,,23,1
39,32714925,19,,10420171,129886.0,,402650,398,,61,1
40,32715194,19,,10420180,130152.0,,402664,8513,,47,1
41,32715185,19,,10420180,128943.0,,3135041,708,,41,1
42,32715179,19,,10420180,128899.0,,3135041,708,,24,1
43,32715292,19,,10420190,1717.0,,402666,708,,77,1
44,32715289,19,,10420190,129396.0,,402666,2930,,75,1
45,32715283,19,,10420190,130142.0,,3135061,2930,,41,1
46,32715279,19,,10420190,73004.0,,3135061,2930,,35,1
47,32715273,19,,10420190,129605.0,,3135061,2930,,25,1
48,32715286,19,,10420190,25087.0,,402666,708,,69,1
49,32715295,19,,10420190,128943.0,,402666,708,,79,1
50,76624522,21,,10420190,73004.0,,402666,2930,,90,1
51,32715418,19,,10420201,128899.0,,402679,708,,84,1
52,32715412,19,,10420201,128366.0,,3135083,708,,38,1
53,32715413,19,,10420201,129713.0,,402679,397,,67,1
54,32715416,19,,10420201,25242.0,,402679,708,,69,1
55,76624508,20,,10420201,128899.0,,402679,708,,84,1
56,32715409,19,,10420201,5705.0,,3135083,397,,24,1
57,32715457,19,,10420209,129604.0,,402691,597,,78,1
58,32715454,19,,10420209,128366.0,,402691,708,,61,1
59,32715451,19,,10420209,129245.0,,3135099,597,,14,1
60,32715702,19,,10420226,52450.0,,3135133,346,,45,1
61,32715703,19,,10420226,128366.0,,402705,708,,76,1
62,32715716,19,,10420227,128873.0,,402706,43,,90,1
63,32715715,19,,10420227,132671.0,,402706,708,,88,1
64,32715713,19,,10420227,96406.0,,402706,43,,62,1
65,32715712,19,,10420227,129523.0,,402706,708,,50,1
66,32715711,19,,10420227,128838.0,,3135135,43,,38,1
67,32715714,19,,10420227,61556.0,,402706,43,,87,1
68,32716011,19,,10420238,215531.0,,402717,102,,71,1
69,32716005,19,,10420238,70917.0,,3135157,708,,12,1
70,32716008,19,,10420238,127697.0,,402717,102,,54,1
71,76624760,20,,10420238,129921.0,,402717,708,,90,1
72,76624761,21,,10420238,70917.0,,402717,708,,81,1
73,32716003,19,,10420238,333731.0,,3135157,102,,3,1
74,32716044,19,,10420245,130145.0,,402727,708,,90,1
75,32716038,19,,10420245,30965.0,,402727,625,,62,1
76,32716029,19,,10420245,127693.0,,3135171,625,,38,1
77,32716021,19,,10420245,129523.0,,3135171,708,,29,1
78,32716025,19,,10420245,132259.0,,3135171,708,,32,1
79,32716018,19,,10420245,333797.0,,3135171,625,,18,1
80,32716033,19,,10420245,25087.0,,402727,708,,59,1
81,76624755,21,,10420245,333797.0,,402727,625,,53,1
82,32716262,19,,10420262,62337.0,,3135205,708,,16,1
83,32716270,19,,10420262,129523.0,,402742,708,,81,1
84,32716266,19,,10420262,130057.0,,402742,2714,,70,1
85,33100931,19,,11344412,132671.0,,435540,708,,81,1
86,33100889,19,,11344412,127849.0,,3239213,585,,21,1
87,33100922,19,,11344412,129921.0,,435540,708,,75,1
88,33100911,19,,11344412,131707.0,,435540,585,,57,1
89,33100901,19,,11344412,130145.0,,3239213,708,,45,1
90,32716164,19,,10420264,1525278.0,,402743,4070,,90,1
91,32716158,19,,10420264,129878.0,,402743,4070,,88,1
92,32716423,19,,10420280,272.0,,402759,37,,64,1
93,32716422,19,,10420280,107444.0,,3135241,37,,35,1
94,32716421,19,,10420280,129467.0,,3135241,37,,23,1
95,33184475,19,,11622221,25087.0,,439961,708,,54,1
96,33184445,19,,11622221,132671.0,,3267351,708,,43,1
97,33184458,19,,11622221,130145.0,,3267351,708,,45,1
98,33184492,19,,11622221,94511.0,,439961,625,,79,1
99,33184501,19,,11622221,94396.0,,439961,625,,88,1
100,32716470,19,,10420283,129456.0,,402763,708,,90,1
101,32716467,19,,10420283,73603.0,,402763,708,,86,1
102,32716673,19,,10420300,127779.0,,3135281,394,,3,1
103,32716676,19,,10420300,25087.0,,3135281,708,,13,1
104,32716678,19,,10420300,4565.0,,3135281,394,,29,1
105,32716675,19,,10420300,129010.0,,3135281,394,,12,1
106,32716754,19,,10420307,4165.0,,3135295,113,,27,1
107,32716738,19,,10420307,1717.0,,3135295,708,,18,1
108,32716767,19,,10420307,31653.0,,402785,113,,88,1
109,32716848,19,,10420312,187032.0,,402791,613,,90,1
110,32716846,19,,10420312,94939.0,,402791,613,,78,1
111,32716842,19,,10420312,62337.0,,3135305,708,,7,1
112,33242254,19,,11746264,132259.0,,3283048,708,,34,1
113,33242268,19,,11746264,25087.0,,3283048,708,,45,1
114,33242263,19,,11746264,129921.0,,3283048,708,,40,1
115,33242248,19,,11746264,219202.0,,3283048,109,,27,1
116,33242272,19,,11746264,129400.0,,442204,109,,81,1
117,33242273,19,,11746264,129618.0,,442204,109,,90,1
118,32717060,19,,10420324,1717.0,,402804,708,,68,1
119,32717059,19,,10420324,130145.0,,3135329,708,,41,1
120,32717057,19,,10420324,128366.0,,3135329,708,,35,1
121,32717055,19,,10420324,129970.0,,3135329,109,,6,1
122,32717061,19,,10420324,1042.0,,402804,109,,81,1
123,32717062,19,,10420324,70917.0,,402804,708,,86,1
124,32622483,19,,10373527,6301.0,,394085,346,,90,1
125,32622475,19,1496.0,10373527,129885.0,,394085,346,,57,1
126,32622477,19,1496.0,10373527,128199.0,,394085,398,,84,1
127,32622480,19,1496.0,10373527,131043.0,,394085,398,,86,1
128,32622434,19,,10373540,133972.0,,3104911,522,,26,1
129,32622446,19,,10373540,128817.0,,394089,522,,67,1
130,32622455,19,,10373540,23671.0,,394089,346,,86,1
131,32622440,19,,10373540,1150.0,,394089,522,,57,1
132,32622441,19,,10373544,129822.0,,394088,109,,60,1
133,32622447,19,,10373544,6301.0,,394088,346,,63,1
134,32622456,19,,10373544,186733.0,,394088,109,,85,1
135,32622462,19,,10373544,129400.0,,394088,109,,89,1
136,32714235,19,,10420123,6301.0,,402596,346,,54,1
137,32714226,19,,10420123,129087.0,,3134927,613,,43,1
138,32714216,19,,10420123,4815.0,,3134927,613,,38,1
139,32714255,19,,10420123,159671.0,,402596,346,,89,1
140,32714214,19,,10420125,1090.0,,402597,97,,90,1
141,32714206,19,,10420125,187.0,,402597,346,,83,1
142,32714630,19,,10420143,129394.0,,402617,43,,90,1
143,32714621,19,,10420143,130098.0,,402617,43,,86,1
144,32714614,19,,10420143,31670.0,,402617,43,,85,1
145,32714617,19,,10420143,333416.0,,402617,346,,85,1
146,32714608,19,,10420143,128868.0,,3134967,43,,42,1
147,32714611,19,,10420143,32159.0,,402617,43,,80,1
148,32714624,19,,10420143,84068.0,,402617,43,,89,1
149,32714627,19,,10420143,25160.0,,402617,346,,90,1
150,32714592,19,,10420144,191367.0,,402625,8513,,47,1
151,32714607,19,,10420144,129798.0,,402625,346,,69,1
152,32714604,19,,10420144,114226.0,,402625,8513,,58,1
153,32714610,19,,10420144,187.0,,402625,346,,72,1
154,32714615,19,,10420144,159671.0,,402625,346,,90,1
155,32714600,19,,10420144,333416.0,,402625,346,,54,1
156,32714808,19,,10420161,129798.0,,402640,346,,50,1
157,32714820,19,,10420161,129885.0,,402640,346,,82,1
158,32714814,19,,10420161,129790.0,,402640,346,,79,1
159,32714927,19,,10420170,22994.0,,402649,597,,59,1
160,32714928,19,,10420170,294352.0,,402649,346,,79,1
161,32714922,19,,10420170,129502.0,,3135021,597,,45,1
162,32714920,19,,10420170,25355.0,,3135021,597,,36,1
163,32714924,19,,10420170,129245.0,,402649,597,,56,1
164,32714926,19,,10420170,52450.0,,402649,346,,57,1
165,32714918,19,,10420170,333416.0,,3135021,346,,15,1
166,32714976,19,,10420174,130046.0,,402653,102,,81,1
167,32714972,19,,10420174,130216.0,,3135029,102,,37,1
168,32714970,19,,10420174,187.0,,3135029,346,,19,1
169,32714969,19,,10420174,129790.0,,3135029,346,,14,1
170,32714974,19,,10420174,131955.0,,402653,102,,58,1
171,32714975,19,,10420174,333616.0,,402653,346,,67,1
172,76624372,21,,10420174,333731.0,,402653,102,,74,1
173,32714973,19,,10420174,333731.0,,402653,102,,56,1
174,32714971,19,,10420174,294352.0,,3135029,346,,24,1
175,32715224,19,,10420189,129202.0,,402670,113,,90,1
176,32715221,19,,10420189,333416.0,,402670,346,,70,1
177,32715209,19,,10420189,25160.0,,402670,346,,64,1
178,32715215,19,,10420189,127931.0,,402670,113,,68,1
179,32715193,19,,10420189,129790.0,,3135059,346,,28,1
180,76624514,20,,10420189,23671.0,,402670,346,,90,1
181,32715203,19,,10420189,129906.0,,402670,113,,48,1
182,32715129,19,,10420192,129512.0,,3135065,346,,24,1
183,32715138,19,,10420192,6301.0,,3135065,346,,40,1
184,32715122,19,,10420192,132721.0,,3135065,397,,21,1
185,32715145,19,,10420192,129749.0,,3135065,397,,45,1
186,32715384,19,,10420208,129798.0,,402686,346,,64,1
187,32715389,19,,10420208,187.0,,402686,346,,65,1
188,32715452,19,,10420215,130061.0,,402696,346,,51,1
189,32715458,19,,10420215,127883.0,,402696,2714,,87,1
190,32715449,19,,10420215,129798.0,,3135111,346,,33,1
191,32715448,19,,10420215,129971.0,,3135111,2714,,4,1
192,32715455,19,,10420215,130063.0,,402696,2714,,79,1
193,32715702,19,,10420226,52450.0,,3135133,346,,45,1
194,32715703,19,,10420226,128366.0,,402705,708,,76,1
195,32715775,19,,10420232,333616.0,,402711,346,,70,1
196,32715774,19,,10420232,129926.0,,402711,2930,,58,1
197,32715773,19,,10420232,128557.0,,3135145,2930,,20,1
198,32715776,19,,10420232,333594.0,,402711,2930,,78,1
199,32715927,19,,10420244,132120.0,,3135169,4070,,5,1
200,32715930,19,,10420244,129367.0,,3135169,4070,,7,1
201,32715954,19,,10420244,129446.0,,402726,346,,83,1
202,32715936,19,,10420244,187.0,,402726,346,,73,1
203,32715941,19,,10420244,129559.0,,402726,4070,,75,1
204,32715947,19,,10420244,129436.0,,402726,4070,,78,1
205,32715907,19,,10420252,129798.0,,402731,346,,50,1
206,32715903,19,,10420252,130742.0,,3135185,394,,37,1
207,32715911,19,,10420252,129512.0,,402731,346,,89,1
208,32716175,19,,10420263,129573.0,,3135207,585,,45,1
209,32716169,19,,10420263,52450.0,,3135207,346,,44,1
210,32716163,19,,10420263,23671.0,,3135207,346,,26,1
211,76624827,20,,10420263,129568.0,,402744,585,,50,1
212,32716184,19,,10420263,73607.0,,402744,585,,85,1
213,32716180,19,,10420263,333416.0,,402744,346,,66,1
214,76624823,20,,10420263,129512.0,,402744,346,,78,1
215,32716288,19,,10420270,740.0,,3135221,346,,39,1
216,32716287,19,,10420270,294352.0,,3135221,346,,34,1
217,32716290,19,,10420270,129446.0,,402751,346,,68,1
218,32716289,19,,10420270,130042.0,,402751,398,,55,1
219,32716457,19,,10420282,129512.0,,402761,346,,70,1
220,32716456,19,,10420282,740.0,,402761,346,,60,1
221,32716455,19,,10420282,129855.0,,402761,522,,59,1
222,32716453,19,,10420282,23671.0,,402761,346,,53,1
223,32716454,19,,10420282,294352.0,,402761,346,,55,1
224,32716452,19,,10420282,61654.0,,3135245,522,,37,1
225,32716497,19,,10420286,333416.0,,402765,346,,74,1
226,32716495,19,,10420286,129822.0,,402765,109,,59,1
227,72521146,19,,10420286,129822.0,,402765,109,,60,1
228,70996573,19,,10420286,129618.0,,402765,109,,59,1
229,32716494,19,,10420286,129512.0,,3135253,346,,43,1
230,32716493,19,,10420286,178032.0,,3135253,109,,17,1
231,32716681,19,,10420301,129798.0,,402780,346,,65,1
232,32716682,19,,10420301,96361.0,,402780,613,,74,1
