,id,type_id,sub_type_id,fixture_id,player_id,related_player_id,period_id,participant_id,addition,minute,sort_order
0,33465017,19,,11867232,2461.0,,3370279,78,,88,1
1,33465001,19,,11867238,1941.0,,3370291,1,,76,1
2,33465010,19,,11867238,5273.0,,3370291,1,,90,1
3,33465418,19,,11867248,978883.0,,3370310,65,,62,1
4,33465406,19,,11867248,1155.0,,3370310,65,,21,1
5,77028937,19,,11867248,129839.0,,3370311,78,,89,1
6,77028939,19,,11867248,1744.0,,3370311,65,,82,1
7,77028950,20,,11867248,186805.0,,3370310,78,,30,1
8,33997819,19,,11953357,1494381.0,,3507170,78,,72,1
9,33465546,19,,11867262,186299.0,,3370338,9,,36,1
10,77028988,19,,11867262,2461.0,,3370339,78,,83,1
11,33465650,19,,11867268,244.0,,3370350,27,,27,1
12,77029059,19,,11867268,862.0,,3370351,27,,83,1
13,33465695,19,,11867283,1015.0,,3370381,20,,79,1
14,33465692,19,,11867283,1352.0,,3370380,20,,44,1
15,33465699,19,,11867283,2461.0,,3370381,78,,88,1
16,34022318,19,,11965722,21802858.0,,3526728,78,,90,1
17,34022312,19,,11965722,7124.0,,3526728,15,,85,1
18,34022310,19,,11965722,2823511.0,,3526728,78,,79,1
19,33466013,19,,11867288,14069.0,,3370390,78,,33,1
20,33466004,19,,11867288,1128.0,,3370390,18,,31,1
21,33466022,19,,11867288,6504.0,,3370391,78,,49,1
22,33465994,19,,11867288,95776.0,,3370390,78,,28,1
23,33465988,19,,11867288,4460.0,,3370390,18,,23,1
24,33466102,19,,11867297,2723.0,,3370409,78,,57,1
25,33466110,19,,11867297,2461.0,,3370409,78,,89,1
26,33466091,19,,11867297,916.0,,3370409,6,,55,1
27,33466253,19,,11867307,3298.0,,3370428,78,,30,1
28,33466244,19,,11867307,3371.0,,3370428,15,,19,1
29,33466271,19,,11867307,2423.0,,3370429,78,,87,1
30,33466265,19,,11867307,129839.0,,3370428,78,,53,1
31,77029322,21,,11867307,3298.0,,3370428,78,,35,1
32,33466317,19,,11867317,2723.0,,3370448,78,,33,1
33,33466320,19,,11867317,1692.0,,447778,13,,86,1
34,33466324,19,,11867317,23988.0,,447778,78,,90,1
35,33466473,19,,11867329,31174.0,,447785,33,,63,1
36,33466645,19,,11867340,2723.0,,3370494,78,,5,1
37,33466666,19,,11867340,1878.0,,3370494,14,,45,1
