,id,sport_id,league_id,season_id,stage_id,group_id,aggregate_id,round_id,state_id,venue_id,name,starting_at,result_info,leg,details,length,placeholder,has_odds,has_premium_odds,starting_at_timestamp,formations,weatherreport,referees,events
0,371486,1,486,1914,3192,,,51610,5,3787.0,Krasnodar vs Mordovia Saransk,2012-09-21 15:00:00,Krasnodar won after full-time.,1/1,,90,False,False,False,1348239600,[],,[],[]
1,95325,1,82,215,499,,,8751,5,353.0,Nürnberg vs Eintracht Frankfurt,2012-09-21 18:30:00,Eintracht Frankfurt won after full-time.,1/1,,90,False,False,False,1348252200,"[{'id': 2563613, 'fixture_id': 95325, 'participant_id': 366, 'formation': '4-2-3-1', 'location': 'away'}, {'id': 2563696, 'fixture_id': 95325, 'participant_id': 956, 'formation': '4-2-3-1', 'location': 'home'}]",,"[{'id': 307895, 'fixture_id': 95325, 'referee_id': 48753, 'type_id': 7}, {'id': 5019015, 'fixture_id': 95325, 'referee_id': 12081, 'type_id': 9}, {'id': 5018107, 'fixture_id': 95325, 'referee_id': 15404, 'type_id': 8}, {'id': 5019005, 'fixture_id': 95325, 'referee_id': 15400, 'type_id': 6}]","[{'id': 30713013, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95325, 'player_id': 30871, 'related_player_id': None, 'period_id': 817766, 'participant_id': 366, 'player_name': 'C. Zambrano', 'addition': None, 'minute': 10, 'sort_order': 1}, {'id': 30713025, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95325, 'player_id': 29660, 'related_player_id': None, 'period_id': 817767, 'participant_id': 366, 'player_name': 'Alexander Meier', 'addition': None, 'minute': 75, 'sort_order': 1}, {'id': 30713041, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95325, 'player_id': 6230, 'related_player_id': None, 'period_id': 817767, 'participant_id': 956, 'player_name': 'Sebastian Polter\xa0', 'addition': None, 'minute': 85, 'sort_order': 1}, {'id': 30713059, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95325, 'player_id': 31124, 'related_player_id': None, 'period_id': 817767, 'participant_id': 366, 'player_name': 'Sebastian Jung', 'addition': None, 'minute': 89, 'sort_order': 1}]"
2,371883,1,486,1914,3192,,,51610,5,,Volga vs CSKA Moskva,2012-09-22 09:30:00,CSKA Moskva won after full-time.,1/1,,90,False,False,False,1348306200,[],,"[{'id': 3163107, 'fixture_id': 371883, 'referee_id': 15766, 'type_id': 9}, {'id': 3163099, 'fixture_id': 371883, 'referee_id': 12243, 'type_id': 8}, {'id': 3163116, 'fixture_id': 371883, 'referee_id': 18330, 'type_id': 6}]",[]
3,651,1,8,7,5,,,64,5,208.0,Swansea City vs Everton,2012-09-22 11:45:00,Everton won after full-time.,1/1,,90,False,False,False,1348314300,"[{'id': 2785269, 'fixture_id': 651, 'participant_id': 13, 'formation': '4-4-1-1', 'location': 'away'}, {'id': 2785241, 'fixture_id': 651, 'participant_id': 30, 'formation': '4-2-3-1', 'location': 'home'}]",,"[{'id': 1568819, 'fixture_id': 651, 'referee_id': 15242, 'type_id': 9}, {'id': 2415579, 'fixture_id': 651, 'referee_id': 13545, 'type_id': 7}, {'id': 2779349, 'fixture_id': 651, 'referee_id': 12085, 'type_id': 8}, {'id': 3209362, 'fixture_id': 651, 'referee_id': 14532, 'type_id': 6}]","[{'id': 30527643, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 651, 'player_id': 860, 'related_player_id': None, 'period_id': 666616, 'participant_id': 30, 'player_name': 'Àngel Rangel', 'addition': None, 'minute': 57, 'sort_order': 1}, {'id': 30527624, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 651, 'player_id': 813, 'related_player_id': None, 'period_id': 666615, 'participant_id': 30, 'player_name': 'Ki Sung-Yeung', 'addition': None, 'minute': 31, 'sort_order': 1}, {'id': 30527614, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 651, 'player_id': 856, 'related_player_id': None, 'period_id': 666615, 'participant_id': 30, 'player_name': 'Ashley Williams', 'addition': None, 'minute': 12, 'sort_order': 1}, {'id': 30527659, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 651, 'player_id': 285, 'related_player_id': None, 'period_id': 666616, 'participant_id': 13, 'player_name': 'Leon Osman', 'addition': None, 'minute': 71, 'sort_order': 1}, {'id': 30527650, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 651, 'player_id': 974, 'related_player_id': None, 'period_id': 666616, 'participant_id': 30, 'player_name': 'Michu', 'addition': None, 'minute': 65, 'sort_order': 1}, {'id': 75541949, 'type_id': 21, 'sub_type_id': None, 'fixture_id': 651, 'player_id': 818, 'related_player_id': None, 'period_id': 666616, 'participant_id': 30, 'player_name': 'Nathan Dyer', 'addition': None, 'minute': 58, 'sort_order': 1}, {'id': 30527631, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 651, 'player_id': 818, 'related_player_id': None, 'period_id': 666616, 'participant_id': 30, 'player_name': 'Nathan Dyer', 'addition': None, 'minute': 55, 'sort_order': 1}]"
4,372339,1,486,1914,3192,,,51610,5,1480.0,Dinamo Moskva vs Amkar Perm',2012-09-22 11:45:00,Dinamo Moskva won after full-time.,1/1,,90,False,False,False,1348314300,"[{'id': 437655, 'fixture_id': 372339, 'participant_id': 2661, 'formation': '4-1-4-1', 'location': 'away'}, {'id': 437656, 'fixture_id': 372339, 'participant_id': 2468, 'formation': '4-4-2', 'location': 'home'}]",,"[{'id': 3163127, 'fixture_id': 372339, 'referee_id': 13544, 'type_id': 6}, {'id': 3163106, 'fixture_id': 372339, 'referee_id': 16951, 'type_id': 8}, {'id': 3163120, 'fixture_id': 372339, 'referee_id': 70276, 'type_id': 9}]",[]
5,95336,1,82,215,499,,,8751,5,2138.0,Schalke 04 vs Bayern München,2012-09-22 13:30:00,FC Bayern München won after full-time.,1/1,,90,False,False,False,1348320600,"[{'id': 2563071, 'fixture_id': 95336, 'participant_id': 503, 'formation': '4-2-3-1', 'location': 'away'}, {'id': 2563042, 'fixture_id': 95336, 'participant_id': 67, 'formation': '4-2-3-1', 'location': 'home'}]",,"[{'id': 198137, 'fixture_id': 95336, 'referee_id': 48702, 'type_id': 6}, {'id': 670679, 'fixture_id': 95336, 'referee_id': 17354, 'type_id': 9}]","[{'id': 30713162, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95336, 'player_id': 1920, 'related_player_id': None, 'period_id': 817789, 'participant_id': 67, 'player_name': 'Joel Matip', 'addition': None, 'minute': 79, 'sort_order': 1}, {'id': 30713141, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95336, 'player_id': 1191, 'related_player_id': None, 'period_id': 817789, 'participant_id': 67, 'player_name': 'Juanjo González', 'addition': None, 'minute': 76, 'sort_order': 1}]"
6,95344,1,82,215,499,,,8751,5,80.0,Wolfsburg vs Greuther Fürth,2012-09-22 13:30:00,Game ended in draw.,1/1,,90,False,False,False,1348320600,"[{'id': 2562887, 'fixture_id': 95344, 'participant_id': 3431, 'formation': '4-4-2', 'location': 'away'}, {'id': 2562833, 'fixture_id': 95344, 'participant_id': 510, 'formation': '4-2-3-1', 'location': 'home'}]",,"[{'id': 54354, 'fixture_id': 95344, 'referee_id': 15396, 'type_id': 6}, {'id': 307454, 'fixture_id': 95344, 'referee_id': 48735, 'type_id': 7}, {'id': 474342, 'fixture_id': 95344, 'referee_id': 48745, 'type_id': 8}, {'id': 3194339, 'fixture_id': 95344, 'referee_id': 17226, 'type_id': 9}]","[{'id': 30713200, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95344, 'player_id': 8008, 'related_player_id': None, 'period_id': 817805, 'participant_id': 3431, 'player_name': 'T. Petsos', 'addition': None, 'minute': 73, 'sort_order': 1}, {'id': 30713194, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95344, 'player_id': 30263, 'related_player_id': None, 'period_id': 817805, 'participant_id': 3431, 'player_name': 'Mërgim Mavraj', 'addition': None, 'minute': 64, 'sort_order': 1}]"
7,95353,1,82,215,499,,,8751,5,2103.0,Mainz 05 vs Augsburg,2012-09-22 13:30:00,FSV Mainz 05 won after full-time.,1/1,,90,False,False,False,1348320600,"[{'id': 2562573, 'fixture_id': 95353, 'participant_id': 90, 'formation': '4-2-3-1', 'location': 'away'}, {'id': 2562536, 'fixture_id': 95353, 'participant_id': 794, 'formation': '4-4-2', 'location': 'home'}]",,"[{'id': 199327, 'fixture_id': 95353, 'referee_id': 48713, 'type_id': 6}, {'id': 474349, 'fixture_id': 95353, 'referee_id': 12076, 'type_id': 8}, {'id': 670692, 'fixture_id': 95353, 'referee_id': 17356, 'type_id': 9}]","[{'id': 30713303, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95353, 'player_id': 23175, 'related_player_id': None, 'period_id': 817822, 'participant_id': 90, 'player_name': 'Marcel De Jong', 'addition': None, 'minute': 44, 'sort_order': 1}, {'id': 30713291, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95353, 'player_id': 31468, 'related_player_id': None, 'period_id': 817822, 'participant_id': 90, 'player_name': 'Kevin Vogt', 'addition': None, 'minute': 19, 'sort_order': 1}]"
8,95363,1,82,215,499,,,8751,5,2076.0,Hamburger SV vs Borussia Dortmund,2012-09-22 13:30:00,Hamburger SV won after full-time.,1/1,,90,False,False,False,1348320600,"[{'id': 2802575, 'fixture_id': 95363, 'participant_id': 68, 'formation': '4-2-3-1', 'location': 'away'}, {'id': 2802588, 'fixture_id': 95363, 'participant_id': 2708, 'formation': '4-2-3-1', 'location': 'home'}]",,"[{'id': 198722, 'fixture_id': 95363, 'referee_id': 48708, 'type_id': 6}, {'id': 427254, 'fixture_id': 95363, 'referee_id': 48740, 'type_id': 7}, {'id': 474356, 'fixture_id': 95363, 'referee_id': 12073, 'type_id': 8}, {'id': 1990490, 'fixture_id': 95363, 'referee_id': 12889, 'type_id': 9}]","[{'id': 30713489, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95363, 'player_id': 30561, 'related_player_id': None, 'period_id': 817843, 'participant_id': 2708, 'player_name': 'René Adler', 'addition': None, 'minute': 90, 'sort_order': 1}, {'id': 30713464, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95363, 'player_id': 1282, 'related_player_id': None, 'period_id': 817842, 'participant_id': 2708, 'player_name': 'Rafael van der Vaart', 'addition': None, 'minute': 23, 'sort_order': 1}, {'id': 30713476, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95363, 'player_id': 31670, 'related_player_id': None, 'period_id': 817842, 'participant_id': 2708, 'player_name': 'Milan Badelj', 'addition': None, 'minute': 37, 'sort_order': 1}, {'id': 30713510, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95363, 'player_id': 30488, 'related_player_id': None, 'period_id': 817843, 'participant_id': 68, 'player_name': 'Marcel Schmelzer', 'addition': None, 'minute': 90, 'sort_order': 1}]"
9,95373,1,82,215,499,,,8751,5,427.0,Fortuna Düsseldorf vs Freiburg,2012-09-22 13:30:00,Game ended in draw.,1/1,,90,False,False,False,1348320600,"[{'id': 2561690, 'fixture_id': 95373, 'participant_id': 3543, 'formation': '4-4-2', 'location': 'away'}, {'id': 2561706, 'fixture_id': 95373, 'participant_id': 1092, 'formation': '4-4-1-1', 'location': 'home'}]",,"[{'id': 474364, 'fixture_id': 95373, 'referee_id': 48747, 'type_id': 8}, {'id': 1582329, 'fixture_id': 95373, 'referee_id': 14473, 'type_id': 6}, {'id': 2514214, 'fixture_id': 95373, 'referee_id': 16993, 'type_id': 9}, {'id': 3194328, 'fixture_id': 95373, 'referee_id': 15402, 'type_id': 7}]","[{'id': 75605250, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95373, 'player_id': 30942, 'related_player_id': None, 'period_id': 817863, 'participant_id': 3543, 'player_name': 'Johannes Flum', 'addition': None, 'minute': 90, 'sort_order': 1}, {'id': 30713460, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95373, 'player_id': 29815, 'related_player_id': None, 'period_id': 817863, 'participant_id': 1092, 'player_name': 'Tobias Levels', 'addition': None, 'minute': 49, 'sort_order': 1}, {'id': 30713475, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95373, 'player_id': 31196, 'related_player_id': None, 'period_id': 817863, 'participant_id': 1092, 'player_name': 'Axel Bellinghausen', 'addition': None, 'minute': 90, 'sort_order': 1}, {'id': 30713487, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 95373, 'player_id': 30962, 'related_player_id': None, 'period_id': 817863, 'participant_id': 3543, 'player_name': 'Mensur Mujdza', 'addition': None, 'minute': 90, 'sort_order': 1}]"
10,656,1,8,7,5,,,64,5,321614.0,Chelsea vs Stoke City,2012-09-22 14:00:00,Chelsea won after full-time.,1/1,,90,False,False,False,1348322400,"[{'id': 2784857, 'fixture_id': 656, 'participant_id': 26, 'formation': '4-2-3-1', 'location': 'away'}, {'id': 2784781, 'fixture_id': 656, 'participant_id': 18, 'formation': '4-2-3-1', 'location': 'home'}]",,"[{'id': 663870, 'fixture_id': 656, 'referee_id': 15272, 'type_id': 9}, {'id': 3209357, 'fixture_id': 656, 'referee_id': 14812, 'type_id': 8}, {'id': 3209360, 'fixture_id': 656, 'referee_id': 15273, 'type_id': 6}]","[{'id': 30527582, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 656, 'player_id': 539, 'related_player_id': None, 'period_id': 666625, 'participant_id': 26, 'player_name': 'Charlie Adam', 'addition': None, 'minute': 23, 'sort_order': 1}, {'id': 30527585, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 656, 'player_id': 1307, 'related_player_id': None, 'period_id': 666626, 'participant_id': 18, 'player_name': 'Oscar', 'addition': None, 'minute': 50, 'sort_order': 1}, {'id': 30527593, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 656, 'player_id': 1333, 'related_player_id': None, 'period_id': 666626, 'participant_id': 18, 'player_name': 'David Luiz', 'addition': None, 'minute': 90, 'sort_order': 1}]"
11,663,1,8,7,5,,,64,5,167.0,Southampton vs Aston Villa,2012-09-22 14:00:00,Southampton won after full-time.,1/1,,90,False,False,False,1348322400,"[{'id': 2784351, 'fixture_id': 663, 'participant_id': 15, 'formation': '4-4-2', 'location': 'away'}, {'id': 2784401, 'fixture_id': 663, 'participant_id': 65, 'formation': '4-4-2', 'location': 'home'}]",,"[{'id': 1568812, 'fixture_id': 663, 'referee_id': 13533, 'type_id': 6}, {'id': 663873, 'fixture_id': 663, 'referee_id': 69986, 'type_id': 9}, {'id': 2779330, 'fixture_id': 663, 'referee_id': 12018, 'type_id': 8}, {'id': 3209353, 'fixture_id': 663, 'referee_id': 12767, 'type_id': 7}]","[{'id': 30527757, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 663, 'player_id': 861, 'related_player_id': None, 'period_id': 666639, 'participant_id': 15, 'player_name': 'Ron Vlaar', 'addition': None, 'minute': 43, 'sort_order': 1}, {'id': 30527773, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 663, 'player_id': 399, 'related_player_id': None, 'period_id': 666640, 'participant_id': 15, 'player_name': 'Eric Lichaj', 'addition': None, 'minute': 53, 'sort_order': 1}, {'id': 30527781, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 663, 'player_id': 1202, 'related_player_id': None, 'period_id': 666640, 'participant_id': 65, 'player_name': 'N. Clyne', 'addition': None, 'minute': 65, 'sort_order': 1}, {'id': 30527791, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 663, 'player_id': 393, 'related_player_id': None, 'period_id': 666640, 'participant_id': 15, 'player_name': 'Brad Guzan\xa0', 'addition': None, 'minute': 90, 'sort_order': 1}]"
12,668,1,8,7,5,,,64,5,119.0,West Bromwich Albion vs Reading,2012-09-22 14:00:00,West Bromwich Albion won after full-time.,1/1,,90,False,False,False,1348322400,"[{'id': 2783780, 'fixture_id': 668, 'participant_id': 23, 'formation': '4-4-2', 'location': 'away'}, {'id': 2783714, 'fixture_id': 668, 'participant_id': 10, 'formation': '4-4-1-1', 'location': 'home'}]",,"[{'id': 217060, 'fixture_id': 668, 'referee_id': 69959, 'type_id': 6}, {'id': 663876, 'fixture_id': 668, 'referee_id': 62686, 'type_id': 9}, {'id': 3209355, 'fixture_id': 668, 'referee_id': 14812, 'type_id': 8}]","[{'id': 30527764, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 668, 'player_id': 1162, 'related_player_id': None, 'period_id': 666650, 'participant_id': 10, 'player_name': 'Claudio Yacob', 'addition': None, 'minute': 89, 'sort_order': 1}]"
13,673,1,8,7,5,,,64,5,4.0,West Ham United vs Sunderland,2012-09-22 14:00:00,Game ended in draw.,1/1,,90,False,False,False,1348322400,"[{'id': 2783606, 'fixture_id': 673, 'participant_id': 3, 'formation': '4-4-1-1', 'location': 'away'}, {'id': 2783657, 'fixture_id': 673, 'participant_id': 1, 'formation': '4-3-3', 'location': 'home'}]",,"[{'id': 50946, 'fixture_id': 673, 'referee_id': 15270, 'type_id': 6}, {'id': 1568863, 'fixture_id': 673, 'referee_id': 12089, 'type_id': 8}, {'id': 304287, 'fixture_id': 673, 'referee_id': 42258, 'type_id': 7}, {'id': 663879, 'fixture_id': 673, 'referee_id': 69960, 'type_id': 9}]","[{'id': 30527819, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 673, 'player_id': 328, 'related_player_id': None, 'period_id': 666660, 'participant_id': 1, 'player_name': 'Jussi Jaaskelainen', 'addition': None, 'minute': 90, 'sort_order': 1}, {'id': 30527802, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 673, 'player_id': 521, 'related_player_id': None, 'period_id': 666660, 'participant_id': 3, 'player_name': 'Craig Gardner', 'addition': None, 'minute': 60, 'sort_order': 1}, {'id': 30527812, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 673, 'player_id': 383, 'related_player_id': None, 'period_id': 666660, 'participant_id': 1, 'player_name': 'W. Reid', 'addition': None, 'minute': 82, 'sort_order': 1}]"
14,679,1,8,7,5,,,64,5,14.0,Wigan Athletic vs Fulham,2012-09-22 14:00:00,Fulham won after full-time.,1/1,,90,False,False,False,1348322400,"[{'id': 2783391, 'fixture_id': 679, 'participant_id': 11, 'formation': '4-4-2', 'location': 'away'}, {'id': 2783260, 'fixture_id': 679, 'participant_id': 17, 'formation': '3-4-3', 'location': 'home'}]",,"[{'id': 50222, 'fixture_id': 679, 'referee_id': 15267, 'type_id': 6}, {'id': 663882, 'fixture_id': 679, 'referee_id': 69975, 'type_id': 9}, {'id': 2509163, 'fixture_id': 679, 'referee_id': 33340, 'type_id': 7}, {'id': 2509161, 'fixture_id': 679, 'referee_id': 12019, 'type_id': 8}]","[{'id': 30527870, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 679, 'player_id': 366, 'related_player_id': None, 'period_id': 666671, 'participant_id': 11, 'player_name': 'A. Hughes', 'addition': None, 'minute': 45, 'sort_order': 1}, {'id': 30527878, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 679, 'player_id': 170, 'related_player_id': None, 'period_id': 666672, 'participant_id': 11, 'player_name': 'Steve Sidwell', 'addition': None, 'minute': 70, 'sort_order': 1}, {'id': 30527887, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 679, 'player_id': 576, 'related_player_id': None, 'period_id': 666672, 'participant_id': 11, 'player_name': 'Chris Baird', 'addition': None, 'minute': 90, 'sort_order': 1}]"
15,372594,1,486,1914,3192,,,51610,5,,Krylya Sovetov vs Zenit,2012-09-22 14:00:00,Game ended in draw.,1/1,,90,False,False,False,1348322400,"[{'id': 437661, 'fixture_id': 372594, 'participant_id': 2963, 'formation': '4-3-3', 'location': 'away'}, {'id': 437662, 'fixture_id': 372594, 'participant_id': 452, 'formation': '4-3-3', 'location': 'home'}]",,"[{'id': 3163105, 'fixture_id': 372594, 'referee_id': 33424, 'type_id': 9}, {'id': 3163121, 'fixture_id': 372594, 'referee_id': 15439, 'type_id': 8}, {'id': 3163133, 'fixture_id': 372594, 'referee_id': 18725, 'type_id': 6}, {'id': 3163114, 'fixture_id': 372594, 'referee_id': 12043, 'type_id': 7}]",[]
16,399537,1,564,2059,3363,,,54899,5,2324.0,Real Zaragoza vs Osasuna,2012-09-22 14:00:00,Real Zaragoza won after full-time.,1/1,,90,False,False,False,1348322400,"[{'id': 439455, 'fixture_id': 399537, 'participant_id': 459, 'formation': '4-2-3-1', 'location': 'away'}, {'id': 439456, 'fixture_id': 399537, 'participant_id': 3968, 'formation': '4-2-3-1', 'location': 'home'}]",,"[{'id': 4349412, 'fixture_id': 399537, 'referee_id': 12829, 'type_id': 7}]","[{'id': 97800392, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 399537, 'player_id': 185985, 'related_player_id': None, 'period_id': 1372067, 'participant_id': 3968, 'player_name': 'Abraham Minero', 'addition': None, 'minute': 67, 'sort_order': 1}, {'id': 97800395, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 399537, 'player_id': 186243, 'related_player_id': None, 'period_id': 1372067, 'participant_id': 459, 'player_name': 'Raoul Loé', 'addition': None, 'minute': 70, 'sort_order': 1}, {'id': 97800396, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 399537, 'player_id': None, 'related_player_id': None, 'period_id': 1372067, 'participant_id': 459, 'player_name': 'Raul Cedric Loe', 'addition': None, 'minute': 71, 'sort_order': 1}, {'id': 97800400, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 399537, 'player_id': 185317, 'related_player_id': None, 'period_id': 1372067, 'participant_id': 459, 'player_name': 'Emiliano Armenteros', 'addition': None, 'minute': 77, 'sort_order': 1}, {'id': 97800401, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 399537, 'player_id': 185713, 'related_player_id': None, 'period_id': 1372067, 'participant_id': 3968, 'player_name': 'Paredes', 'addition': None, 'minute': 84, 'sort_order': 1}]"
17,298286,1,384,1581,2761,,,43265,5,340049.0,Parma vs Fiorentina,2012-09-22 16:00:00,Game ended in draw.,1/1,,90,False,False,False,1348329600,"[{'id': 2266776, 'fixture_id': 298286, 'participant_id': 109, 'formation': '3-5-2', 'location': 'away'}, {'id': 2266828, 'fixture_id': 298286, 'participant_id': 398, 'formation': '3-5-2', 'location': 'home'}]",,"[{'id': 340283, 'fixture_id': 298286, 'referee_id': 70134, 'type_id': 7}, {'id': 482546, 'fixture_id': 298286, 'referee_id': 70186, 'type_id': 8}, {'id': 678777, 'fixture_id': 298286, 'referee_id': 14344, 'type_id': 9}, {'id': 3174392, 'fixture_id': 298286, 'referee_id': 17362, 'type_id': 6}]","[{'id': 75791766, 'type_id': 20, 'sub_type_id': None, 'fixture_id': 298286, 'player_id': 127588, 'related_player_id': None, 'period_id': 1176777, 'participant_id': 398, 'player_name': 'Aleandro Rosi', 'addition': None, 'minute': 88, 'sort_order': 1}, {'id': 31141361, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 298286, 'player_id': 4233, 'related_player_id': None, 'period_id': 1176777, 'participant_id': 109, 'player_name': 'Juan Cuadrado\xa0', 'addition': None, 'minute': 77, 'sort_order': 1}, {'id': 31141320, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 298286, 'player_id': 1190, 'related_player_id': None, 'period_id': 1176777, 'participant_id': 398, 'player_name': 'Y. Benalouane', 'addition': None, 'minute': 46, 'sort_order': 1}, {'id': 31141307, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 298286, 'player_id': 127535, 'related_player_id': None, 'period_id': 1176776, 'participant_id': 109, 'player_name': 'David Pizarro', 'addition': None, 'minute': 31, 'sort_order': 1}, {'id': 31141332, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 298286, 'player_id': 128433, 'related_player_id': None, 'period_id': 1176777, 'participant_id': 398, 'player_name': 'J. Valdés', 'addition': None, 'minute': 57, 'sort_order': 1}, {'id': 31141343, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 298286, 'player_id': 128118, 'related_player_id': None, 'period_id': 1176777, 'participant_id': 398, 'player_name': 'Daniele Galloppa', 'addition': None, 'minute': 60, 'sort_order': 1}, {'id': 31141353, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 298286, 'player_id': 127588, 'related_player_id': None, 'period_id': 1176777, 'participant_id': 398, 'player_name': 'Aleandro Rosi', 'addition': None, 'minute': 74, 'sort_order': 1}, {'id': 31141369, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 298286, 'player_id': 29996, 'related_player_id': None, 'period_id': 1176777, 'participant_id': 109, 'player_name': 'Luca Toni', 'addition': None, 'minute': 90, 'sort_order': 1}]"
18,399547,1,564,2059,3363,,,54899,5,9239.0,Celta de Vigo vs Getafe,2012-09-22 16:00:00,Celta de Vigo won after full-time.,1/1,,90,False,False,False,1348329600,"[{'id': 439465, 'fixture_id': 399547, 'participant_id': 106, 'formation': '4-2-3-1', 'location': 'away'}, {'id': 439466, 'fixture_id': 399547, 'participant_id': 36, 'formation': '4-2-3-1', 'location': 'home'}]",,"[{'id': 3160504, 'fixture_id': 399547, 'referee_id': 12158, 'type_id': 8}, {'id': 3160516, 'fixture_id': 399547, 'referee_id': 31084, 'type_id': 6}, {'id': 3160507, 'fixture_id': 399547, 'referee_id': 20543, 'type_id': 9}]",[]
19,372627,1,486,1914,3192,,,51610,5,8763.0,Akhmat Grozny vs Lokomotiv Moskva,2012-09-22 16:15:00,Lokomotiv Moskva won after full-time.,1/1,,90,False,False,False,1348330500,"[{'id': 437667, 'fixture_id': 372627, 'participant_id': 490, 'formation': '4-2-3-1', 'location': 'away'}, {'id': 437668, 'fixture_id': 372627, 'participant_id': 3578, 'formation': '4-4-2', 'location': 'home'}]",,"[{'id': 3163097, 'fixture_id': 372627, 'referee_id': 70071, 'type_id': 6}, {'id': 3163093, 'fixture_id': 372627, 'referee_id': 12797, 'type_id': 8}, {'id': 3163089, 'fixture_id': 372627, 'referee_id': 12134, 'type_id': 7}, {'id': 3163087, 'fixture_id': 372627, 'referee_id': 25436, 'type_id': 9}]",[]
20,399555,1,564,2059,3363,,,54899,5,68.0,Real Betis vs Espanyol,2012-09-22 18:00:00,Real Betis won after full-time.,1/1,,90,False,False,False,1348336800,"[{'id': 439475, 'fixture_id': 399555, 'participant_id': 528, 'formation': '4-3-1-2', 'location': 'away'}, {'id': 439476, 'fixture_id': 399555, 'participant_id': 485, 'formation': '4-2-3-1', 'location': 'home'}]",,"[{'id': 3160509, 'fixture_id': 399555, 'referee_id': 15713, 'type_id': 7}, {'id': 3160512, 'fixture_id': 399555, 'referee_id': 19084, 'type_id': 9}, {'id': 3160515, 'fixture_id': 399555, 'referee_id': 70072, 'type_id': 6}]",[]
21,298299,1,384,1581,2761,,,43265,5,118500.0,Juventus vs Chievo,2012-09-22 18:45:00,Juventus won after full-time.,1/1,,90,False,False,False,1348339500,[],,"[{'id': 217717, 'fixture_id': 298299, 'referee_id': 70098, 'type_id': 6}, {'id': 439166, 'fixture_id': 298299, 'referee_id': 70196, 'type_id': 7}, {'id': 482554, 'fixture_id': 298299, 'referee_id': 49639, 'type_id': 8}, {'id': 678785, 'fixture_id': 298299, 'referee_id': 70193, 'type_id': 9}]","[{'id': 75791914, 'type_id': 19, 'sub_type_id': None, 'fixture_id': 298299, 'player_id': 128866, 'related_player_id': None, 'period_id': 1176803, 'participant_id': 97, 'player_name': 'Davide Moscardelli', 'addition': None, 'minute': 90, 'sort_order': 1}]"
