,fixture_id,name,league_id,season_id,venue_id,formation_away,formation_home,referee
0,18535049,Manchester United vs Brighton & Hove Albion,8,19734,206,3-4-2-1,4-2-3-1,1488773
1,18535054,Brighton & Hove Albion vs Newcastle United,8,19734,480,4-3-3,3-4-2-1,3507978
2,18535250,West Ham United vs Brighton & Hove Albion,8,19734,214,3-4-2-1,4-3-3,3014434
3,18645575,Forest Green Rovers vs Brighton & Hove Albion,27,19802,996,3-4-2-1,3-5-2,2586365
4,18535254,Brighton & Hove Albion vs Leeds United,8,19734,480,4-2-3-1,3-5-2,3014400
5,18535063,Fulham vs Brighton & Hove Albion,8,19734,485,3-4-2-1,4-2-3-1,3505747
6,18535073,Brighton & Hove Albion vs Leicester City,8,19734,480,4-3-1-2,3-5-2,2117841
