,fixture_id,name,league_id,season_id,venue_id,formation_away,formation_home,referee
0,18536657,FC Union Berlin vs Hertha BSC,82,19744,420,4-3-3,3-5-2,74368
1,18536670,Hertha BSC vs Eintracht Frankfurt,82,19744,1944,3-4-2-1,4-3-3,17356
2,18536676,Borussia Mönchengladbach vs Hertha BSC,82,19744,180,4-3-3,4-2-3-1,12145
3,18536688,Hertha BSC vs Borussia Dortmund,82,19744,1944,4-2-3-1,4-3-3,17233
4,18536698,FC Augsburg vs Hertha BSC,82,19744,2165,4-3-3,3-5-2,15402
5,18536706,Hertha BSC vs Bayer 04 Leverkusen,82,19744,1944,4-2-3-1,4-3-3,11687
6,18536713,FSV Mainz 05 vs Hertha BSC,82,19744,2103,4-3-3,3-5-2,17356
7,18536724,Hertha BSC vs TSG Hoffenheim,82,19744,1944,3-5-2,4-3-3,16993
8,18536735,Hertha BSC vs SC Freiburg,82,19744,1944,4-2-3-1,4-3-3,11693
9,18536737,RB Leipzig vs Hertha BSC,82,19744,2171,4-3-3,4-4-2,15402
10,18536753,Hertha BSC vs Schalke 04,82,19744,1944,3-4-1-2,4-3-3,15399
11,18536762,Werder Bremen vs Hertha BSC,82,19744,339831,4-4-2,3-5-2,12075
12,18536770,Hertha BSC vs FC Bayern München,82,19744,1944,4-2-3-1,4-2-3-1,14473
13,18536779,VfB Stuttgart vs Hertha BSC,82,19744,1945,4-4-2,4-4-2,17356
14,18536787,Hertha BSC vs FC Köln,82,19744,1944,4-2-3-1,4-4-2,16993
15,18536797,VfL Bochum 1848 vs Hertha BSC,82,19744,378,4-2-3-1,4-3-3,15399
16,18536805,Hertha BSC vs VfL Wolfsburg,82,19744,1944,4-3-3,4-2-3-1,12075
17,18536814,Hertha BSC vs FC Union Berlin,82,19744,1944,3-5-2,4-3-3,15406
18,18536821,Eintracht Frankfurt vs Hertha BSC,82,19744,2169,4-3-3,3-4-2-1,15803
19,18536832,Hertha BSC vs Borussia Mönchengladbach,82,19744,1944,4-2-3-1,3-4-1-2,16993
20,18536835,Borussia Dortmund vs Hertha BSC,82,19744,2166,3-4-1-2,4-5-1,15402
22,18536668,FSV Mainz 05 vs FC Union Berlin,82,19744,2103,3-5-2,3-4-2-1,15730
23,18536675,FC Union Berlin vs RB Leipzig,82,19744,420,3-4-1-2,3-5-2,16778
24,18536689,Schalke 04 vs FC Union Berlin,82,19744,2138,3-5-2,4-2-3-1,15803
25,18536693,FC Union Berlin vs FC Bayern München,82,19744,420,4-2-3-1,3-5-2,17356
26,18536703,FC Köln vs FC Union Berlin,82,19744,1946,3-5-2,4-2-3-1,14475
27,18536712,FC Union Berlin vs VfL Wolfsburg,82,19744,420,4-4-2,3-5-2,11693
28,18536722,Eintracht Frankfurt vs FC Union Berlin,82,19744,2169,3-5-2,3-4-2-1,17352
29,18536734,VfB Stuttgart vs FC Union Berlin,82,19744,1945,3-5-2,4-1-4-1,14473
30,18536738,FC Union Berlin vs Borussia Dortmund,82,19744,420,3-5-2,3-5-2,17233
31,18536751,VfL Bochum 1848 vs FC Union Berlin,82,19744,378,3-5-2,4-1-4-1,16778
32,18536756,FC Union Berlin vs Borussia Mönchengladbach,82,19744,420,4-2-3-1,3-5-2,15402
33,18536764,Bayer 04 Leverkusen vs FC Union Berlin,82,19744,1947,3-5-2,3-5-2,11693
34,18536774,FC Union Berlin vs FC Augsburg,82,19744,420,4-4-2,3-5-2,17352
35,18536782,SC Freiburg vs FC Union Berlin,82,19744,2063,3-5-2,3-4-3,16778
37,18536792,FC Union Berlin vs TSG Hoffenheim,82,19744,420,3-4-1-2,3-5-2,15803
38,18536807,Werder Bremen vs FC Union Berlin,82,19744,339831,3-5-2,3-1-4-2,14473
40,18536818,FC Union Berlin vs FSV Mainz 05,82,19744,420,3-4-2-1,3-5-2,11719
41,18536827,RB Leipzig vs FC Union Berlin,82,19744,2171,3-5-2,3-4-2-1,15730
42,18536837,FC Union Berlin vs Schalke 04,82,19744,420,4-2-3-1,3-5-2,12075
43,18536660,VfL Wolfsburg vs Werder Bremen,82,19744,80,3-5-2,4-2-3-1,17352
44,18536664,FC Bayern München vs VfL Wolfsburg,82,19744,53,4-3-3,4-4-2,15402
45,18536678,VfL Wolfsburg vs Schalke 04,82,19744,80,4-3-3,3-5-2,15400
46,18536683,RB Leipzig vs VfL Wolfsburg,82,19744,2171,4-2-3-1,3-4-1-2,14473
47,18536696,VfL Wolfsburg vs FC Köln,82,19744,80,4-2-3-1,4-4-2,12145
48,18536705,Eintracht Frankfurt vs VfL Wolfsburg,82,19744,2169,4-3-3,4-4-2,12075
50,18536723,VfL Wolfsburg vs VfB Stuttgart,82,19744,80,3-5-2,4-1-4-1,15400
51,18536733,FC Augsburg vs VfL Wolfsburg,82,19744,2165,4-1-4-1,4-4-2,228
52,18536741,VfL Wolfsburg vs Borussia Mönchengladbach,82,19744,80,4-2-3-1,4-3-3,14475
53,18536746,Bayer 04 Leverkusen vs VfL Wolfsburg,82,19744,1947,4-5-1,3-4-3,15406
54,18536759,VfL Wolfsburg vs VfL Bochum 1848,82,19744,80,4-3-3,4-5-1,15803
55,18536766,FSV Mainz 05 vs VfL Wolfsburg,82,19744,2103,4-5-1,3-4-2-1,228
