,fixture_id,name,league_id,season_id,venue_id,formation_away,formation_home,referee
0,298014,Roma vs Catania,384,1581,,4-3-3,4-3-3,70148
1,298088,Catania vs Genoa,384,1581,5946.0,4-3-3,4-3-3,70149
2,298199,Fiorentina vs Catania,384,1581,7223.0,4-3-3,3-5-2,14345
3,298349,Catania vs Napoli,384,1581,5946.0,3-4-1-2,4-3-3,49577
4,298422,Catania vs Atalanta,384,1581,5946.0,4-4-1-1,4-3-3,17862
5,298566,Bologna vs Catania,384,1581,5515.0,4-3-3,4-3-1-2,17861
6,298680,Catania vs Parma,384,1581,5946.0,3-5-2,4-3-3,15794
7,298822,Inter vs Catania,384,1581,1721.0,4-3-3,3-4-1-2,70098
8,298904,Catania vs Juventus,384,1581,5946.0,3-5-2,3-5-2,70162
9,299093,Udinese vs Catania,384,1581,7224.0,3-5-2,3-5-2,15289
10,299165,Catania vs Lazio,384,1581,5946.0,4-2-3-1,4-3-3,15791
11,299239,Cagliari vs Catania,384,1581,7202.0,4-3-3,4-3-1-2,15306
12,299397,Catania vs Chievo,384,1581,5946.0,NaN,NaN,70168
13,299477,Palermo vs Catania,384,1581,510.0,4-3-3,3-4-3,70147
14,299594,Catania vs Milan,384,1581,5946.0,4-3-3,4-3-3,16780
15,1087222,Catania vs Cittadella,390,5563,5946.0,NaN,NaN,70202
16,299768,Siena vs Catania,384,1581,2160.0,4-3-3,3-4-3,14345
17,1086818,Parma vs Catania,390,5563,340049.0,NaN,NaN,17929
18,299862,Catania vs Sampdoria,384,1581,5946.0,4-1-2-3,4-3-3,17861
19,299945,Pescara vs Catania,384,1581,598.0,4-3-3,4-3-1-2,70147
20,300060,Catania vs Torino,384,1581,5946.0,4-3-3,4-3-3,49577
21,1086730,Lazio vs Catania,390,5563,,NaN,NaN,70099
22,300264,Catania vs Roma,384,1581,5946.0,4-3-3,4-3-3,15292
23,300333,Genoa vs Catania,384,1581,,4-2-3-1,4-4-2,42256
24,300435,Catania vs Fiorentina,384,1581,5946.0,3-5-2,3-5-2,70099
25,300914,Napoli vs Catania,384,1581,,4-3-3,3-4-1-2,15794
26,301020,Atalanta vs Catania,384,1581,193.0,4-2-3-1,4-3-2-1,17929
27,301111,Catania vs Bologna,384,1581,5946.0,3-4-3,4-3-3,70098
28,301167,Parma vs Catania,384,1581,340049.0,4-2-3-1,4-3-3,17861
29,301268,Catania vs Inter,384,1581,5946.0,4-3-3,4-2-3-1,49577
30,301318,Juventus vs Catania,384,1581,118500.0,3-5-2,3-5-2,70149
31,297954,Atalanta vs Lazio,384,1581,193.0,4-3-3,4-4-1-1,70162
32,298078,Cagliari vs Atalanta,384,1581,7202.0,4-4-1-1,4-4-2,70168
33,298175,Milan vs Atalanta,384,1581,1721.0,4-4-1-1,4-3-2-1,16780
34,298323,Atalanta vs Palermo,384,1581,193.0,4-4-2,4-4-2,17861
36,298553,Atalanta vs Torino,384,1581,193.0,4-4-2,4-4-1-1,17929
