,fixture_id,name,league_id,season_id,venue_id,formation_away,formation_home,referee
0,298145,Atalanta vs Hellas Verona,384,1583,193.0,4-3-3,4-4-1-1,42256
1,298277,Cagliari vs Atalanta,384,1583,128.0,4-4-2,4-3-3,70190
2,298438,Atalanta vs Fiorentina,384,1583,193.0,3-5-2,4-4-1-1,70098
3,298539,Inter vs Atalanta,384,1583,1721.0,4-4-1-1,3-5-2,70162
4,298632,Atalanta vs Juventus,384,1583,193.0,3-5-2,4-4-1-1,16780
5,298805,Sampdoria vs Atalanta,384,1583,142.0,4-4-2,4-3-3,17862
6,298901,Atalanta vs Parma,384,1583,193.0,3-5-2,4-3-3,14343
7,299044,Udinese vs Atalanta,384,1583,7224.0,4-3-3,4-4-2,70166
8,299116,Atalanta vs Napoli,384,1583,193.0,4-2-3-1,3-4-1-2,15292
9,299284,Torino vs Atalanta,384,1583,118500.0,5-3-2,3-5-2,70190
10,299344,Sassuolo vs Atalanta,384,1583,1613.0,4-4-1-1,4-3-3,18340
11,299467,Atalanta vs Roma,384,1583,193.0,4-3-3,4-4-2,17929
12,299632,Empoli vs Atalanta,384,1583,7220.0,4-4-1-1,4-3-1-2,70168
13,1087254,Atalanta vs Avellino,390,5565,193.0,NaN,NaN,13682
14,299749,Atalanta vs Cesena,384,1583,193.0,4-3-1-2,4-4-2,15306
15,299834,Lazio vs Atalanta,384,1583,,4-3-1-2,4-3-3,15289
16,299997,Atalanta vs Palermo,384,1583,193.0,3-5-2,4-3-1-2,16780
17,300101,Genoa vs Atalanta,384,1583,,4-4-1-1,3-4-3,17862
18,300209,Atalanta vs Chievo,384,1583,193.0,NaN,NaN,70168
19,300361,Milan vs Atalanta,384,1583,1721.0,4-4-2,4-3-3,70098
20,1087193,Fiorentina vs Atalanta,390,5565,7223.0,4-4-2,4-3-3,17362
21,300431,Hellas Verona vs Atalanta,384,1583,443.0,4-4-2,4-3-3,14345
22,300930,Atalanta vs Cagliari,384,1583,193.0,4-3-2-1,4-4-2,16780
23,301016,Fiorentina vs Atalanta,384,1583,7223.0,4-4-1-1,3-5-2,70166
24,301125,Atalanta vs Inter,384,1583,193.0,4-3-1-2,4-4-1-1,15797
25,301161,Juventus vs Atalanta,384,1583,118500.0,4-4-1-1,4-3-1-2,17862
26,301264,Atalanta vs Sampdoria,384,1583,193.0,4-3-1-2,4-4-1-1,15292
27,301330,Parma vs Atalanta,384,1583,340049.0,4-3-3,4-3-3,15306
28,301411,Atalanta vs Udinese,384,1583,193.0,3-5-2,3-4-3,15289
29,298228,Udinese vs Empoli,384,1583,7224.0,4-3-1-2,3-5-2,15306
30,298251,Juventus vs Udinese,384,1583,118500.0,3-5-2,3-5-2,15292
31,298451,Udinese vs Napoli,384,1583,7224.0,4-2-3-1,4-3-2-1,15721
32,298601,Lazio vs Udinese,384,1583,7189.0,4-3-2-1,4-3-3,15289
33,298718,Udinese vs Parma,384,1583,7224.0,4-3-3,4-3-1-2,15794
34,298816,Udinese vs Cesena,384,1583,7224.0,4-3-1-2,4-3-2-1,16538
35,298949,Torino vs Udinese,384,1583,118500.0,4-3-2-1,3-5-2,70098
37,299139,Fiorentina vs Udinese,384,1583,7223.0,4-3-3,3-5-2,17929
38,299294,Udinese vs Genoa,384,1583,7224.0,3-4-3,4-4-2,17862
39,299417,Palermo vs Udinese,384,1583,510.0,4-3-1-2,3-5-2,14345
40,299550,Udinese vs Chievo,384,1583,7224.0,NaN,NaN,70190
41,299643,Milan vs Udinese,384,1583,1721.0,4-4-2,4-3-3,17362
42,1087275,Udinese vs Cesena,390,5565,7224.0,NaN,NaN,70166
43,299786,Inter vs Udinese,384,1583,1721.0,3-5-2,4-3-3,70162
44,299882,Udinese vs Hellas Verona,384,1583,7224.0,3-5-2,3-5-2,70168
45,300022,Sampdoria vs Udinese,384,1583,,4-4-2,4-3-3,17862
46,300070,Udinese vs Roma,384,1583,7224.0,4-3-3,3-5-2,14343
47,300176,Sassuolo vs Udinese,384,1583,1613.0,3-5-2,4-3-3,17929
48,300384,Udinese vs Cagliari,384,1583,7224.0,4-3-2-1,3-5-2,15306
49,1087219,Napoli vs Udinese,390,5565,134.0,3-5-2,4-2-3-1,16780
50,300499,Empoli vs Udinese,384,1583,7220.0,3-5-2,4-3-1-2,13669
51,300951,Udinese vs Juventus,384,1583,7224.0,3-5-2,3-5-2,70162
52,301053,Napoli vs Udinese,384,1583,134.0,3-5-2,4-2-3-1,15306
53,301132,Udinese vs Lazio,384,1583,7224.0,4-3-3,3-5-2,17929
54,301272,Cesena vs Udinese,384,1583,527.0,3-5-2,4-3-1-2,14345
