,fixture_id,name,league_id,season_id,venue_id,formation_away,formation_home,referee
0,1710803,Brighton & Hove Albion vs Manchester City,8,6397,,3-1-4-2,4-4-2,15273
1,1710815,Leicester City vs Brighton & Hove Albion,8,6397,117.0,4-4-1-1,4-4-1-1,15267
2,5585968,Brighton & Hove Albion vs Barnet,27,7889,,3-4-3,4-2-3-1,15268
3,1710830,Watford vs Brighton & Hove Albion,8,6397,339729.0,4-4-1-1,4-3-3,13529
4,1710833,Brighton & Hove Albion vs West Bromwich Albion,8,6397,282066.0,4-1-4-1,4-4-1-1,14808
5,1710842,AFC Bournemouth vs Brighton & Hove Albion,8,6397,146.0,4-4-1-1,4-4-1-1,15293
6,5932880,AFC Bournemouth vs Brighton & Hove Albion,27,7889,146.0,3-4-3,4-4-1-1,15242
7,1710853,Brighton & Hove Albion vs Newcastle United,8,6397,,4-2-3-1,4-4-1-1,14533
8,1710863,Arsenal vs Brighton & Hove Albion,8,6397,204.0,4-5-1,3-4-2-1,15242
9,1710872,Brighton & Hove Albion vs Everton,8,6397,,4-2-3-1,4-4-2,15273
10,1710891,West Ham United vs Brighton & Hove Albion,8,6397,214.0,4-4-2,4-2-3-1,15269
11,1710894,Brighton & Hove Albion vs Southampton,8,6397,,4-1-4-1,4-4-1-1,15271
12,1710909,Swansea City vs Brighton & Hove Albion,8,6397,208.0,4-4-2,4-3-3,15241
13,1710914,Brighton & Hove Albion vs Stoke City,8,6397,,3-4-2-1,4-4-1-1,15270
14,1710926,Manchester United vs Brighton & Hove Albion,8,6397,206.0,4-5-1,4-2-3-1,15271
15,1710934,Brighton & Hove Albion vs Crystal Palace,8,6397,,4-4-2,4-4-1-1,14533
16,1710944,Brighton & Hove Albion vs Liverpool,8,6397,,3-5-1-1,4-4-1-1,13529
17,1710954,Huddersfield Town vs Brighton & Hove Albion,8,6397,340.0,4-4-1-1,4-2-3-1,15835
18,1710971,Tottenham Hotspur vs Brighton & Hove Albion,8,6397,,4-5-1,4-2-3-1,17241
19,1710974,Brighton & Hove Albion vs Burnley,8,6397,,4-4-1-1,4-2-3-1,14808
20,1710983,Brighton & Hove Albion vs Watford,8,6397,,4-2-3-1,4-4-1-1,15294
21,1710993,Chelsea vs Brighton & Hove Albion,8,6397,321614.0,4-5-1,3-5-1-1,15241
