,fixture_id,name,league_id,season_id,venue_id,formation_away,formation_home,referee
0,18545097,Real Valladolid vs Villarreal,564,19799,9323.0,4-4-2,4-2-3-1,2595086
1,18545100,Atlético Madrid vs Villarreal,564,19799,140808.0,4-4-2,3-1-4-2,4541841
2,18545112,Getafe vs Villarreal,564,19799,9351.0,4-4-2,4-4-2,4523252
3,18545124,Villarreal vs Elche,564,19799,2028.0,4-4-2,4-4-2,5147334
4,18545130,Real Betis vs Villarreal,564,19799,68.0,4-4-2,4-2-3-1,4531176
5,18545147,Villarreal vs Sevilla,564,19799,2028.0,4-2-3-1,4-4-2,4523149
6,18545150,Cádiz vs Villarreal,564,19799,4473.0,4-4-2,4-4-2,4523067
7,18545165,Real Sociedad vs Villarreal,564,19799,133.0,4-4-2,4-1-3-2,4523016
8,18545177,Villarreal vs Osasuna,564,19799,2028.0,4-3-3,4-4-2,3025755
9,18545180,FC Barcelona vs Villarreal,564,19799,300228.0,4-4-2,4-3-3,2446890
10,18545198,Villarreal vs Almería,564,19799,2028.0,5-3-2,4-2-3-1,4523138
11,18545199,Athletic Club vs Villarreal,564,19799,9162.0,4-3-3,4-2-3-1,4522959
12,18545216,Villarreal vs Mallorca,564,19799,2015.0,5-4-1,4-2-3-1,4541748
13,18545221,Espanyol vs Villarreal,564,19799,89.0,4-3-3,4-2-3-1,4522945
14,18717982,Santa Amalia vs Villarreal,570,20777,24429.0,4-3-3,4-2-3-1,4510723
15,18727848,Guijuelo vs Villarreal,570,20777,405.0,4-2-3-1,4-3-3,2345615
16,18545237,Villarreal vs Valencia,564,19799,2028.0,4-3-3,4-3-3,3456829
17,18760965,FC Cartagena vs Villarreal,570,20777,8617.0,4-3-3,4-2-3-1,4505401
18,18545248,Villarreal vs Real Madrid,564,19799,2028.0,4-3-3,4-3-3,3499465
19,18545249,Celta de Vigo vs Villarreal,564,19799,9239.0,4-3-3,3-4-2-1,3454748
20,18766593,Villarreal vs Real Madrid,570,20777,2028.0,4-3-3,4-3-3,"[{'id': 4503800, 'fixture_id': 18766593, 'referee_id': 43117, 'type_id': 9}, {'id': 4503799, 'fixture_id': 18766593, 'referee_id': 12810, 'type_id': 7}, {'id': 4503716, 'fixture_id': 18766593, 'referee_id': 12812, 'type_id': 8}]"
21,18545268,Villarreal vs Girona,564,19799,2028.0,4-2-3-1,4-3-3,2446568
22,18545278,Villarreal vs Rayo Vallecano,564,19799,2028.0,4-2-3-1,4-3-3,5147309
23,18545283,Elche vs Villarreal,564,19799,430.0,4-3-3,3-4-2-1,3450600
24,18545295,Villarreal vs FC Barcelona,564,19799,2028.0,4-3-3,4-3-3,4617403
25,18545302,Mallorca vs Villarreal,564,19799,1128.0,4-3-3,5-3-2,3483447
26,18545316,Villarreal vs Getafe,564,19799,2028.0,4-2-3-1,4-1-4-1,4522818
27,18545095,Almería vs Real Madrid,564,19799,9180.0,4-3-3,5-3-2,2595122
28,18545101,Celta de Vigo vs Real Madrid,564,19799,340122.0,4-3-3,4-1-3-2,5357154
29,18545113,Espanyol vs Real Madrid,564,19799,89.0,4-3-3,4-2-3-1,2595053
30,18545123,Real Madrid vs Real Betis,564,19799,2020.0,4-2-3-1,4-3-3,4536377
31,18545138,Real Madrid vs Mallorca,564,19799,2020.0,5-3-2,4-3-3,4523210
32,18545140,Atlético Madrid vs Real Madrid,564,19799,140808.0,4-3-3,3-5-2,3500813
33,18545157,Real Madrid vs Osasuna,564,19799,2020.0,4-3-3,4-3-3,4541570
34,18545162,Getafe vs Real Madrid,564,19799,9351.0,4-3-3,5-3-2,2919463
35,18545173,Real Madrid vs FC Barcelona,564,19799,2020.0,4-3-3,4-3-3,3494373
36,18545181,Elche vs Real Madrid,564,19799,430.0,4-3-3,5-4-1,5357148
37,18545190,Real Madrid vs Sevilla,564,19799,2020.0,4-3-3,4-3-3,5147324
38,18545208,Real Madrid vs Girona,564,19799,2020.0,4-1-4-1,4-3-3,2594857
39,18545213,Rayo Vallecano vs Real Madrid,564,19799,304396.0,4-3-3,4-2-3-1,2594908
40,18545227,Real Madrid vs Cádiz,564,19799,2020.0,4-4-2,4-3-3,4844062
41,18545236,Real Valladolid vs Real Madrid,564,19799,9323.0,4-3-3,4-3-3,4650565
42,18760967,Cacereño vs Real Madrid,570,20777,4021.0,4-3-3,4-4-1-1,4595000
45,18545259,Athletic Club vs Real Madrid,564,19799,9320.0,4-3-3,4-2-3-1,4542870
46,18777372,Real Madrid vs Atlético Madrid,570,20777,2020.0,4-2-3-1,4-3-3,4500360
47,18545270,Real Madrid vs Real Sociedad,564,19799,2020.0,4-3-3,4-3-3,2594762
48,18545251,Real Madrid vs Valencia,564,19799,2020.0,4-3-3,4-3-3,4522973
49,18545284,Mallorca vs Real Madrid,564,19799,1128.0,4-3-3,5-4-1,4522905
50,18545296,Real Madrid vs Elche,564,19799,2020.0,4-4-2,4-3-3,4541840
51,18545304,Osasuna vs Real Madrid,564,19799,56.0,4-3-3,4-3-3,4522919
52,18545314,Real Madrid vs Atlético Madrid,564,19799,2020.0,4-4-2,4-3-3,5357146
53,18545091,Real Betis vs Elche,564,19799,68.0,3-4-3,4-2-3-1,4523092
54,18545105,Mallorca vs Real Betis,564,19799,1128.0,4-2-3-1,5-4-1,3025860
55,18545110,Real Betis vs Osasuna,564,19799,68.0,4-4-1-1,4-2-3-1,2595066
58,18545142,Real Betis vs Girona,564,19799,68.0,3-4-2-1,4-2-3-1,4523041
59,18545155,Celta de Vigo vs Real Betis,564,19799,340122.0,4-2-3-1,4-3-1-2,3498090
60,18545168,Real Valladolid vs Real Betis,564,19799,9323.0,4-2-3-1,4-3-3,2446827
61,18545178,Real Betis vs Almería,564,19799,68.0,4-3-3,4-2-3-1,5147327
62,18545185,Cádiz vs Real Betis,564,19799,4473.0,4-2-3-1,4-4-2,2919457
63,18545193,Real Betis vs Atlético Madrid,564,19799,68.0,4-4-2,4-2-3-1,5357147
64,18545205,Real Sociedad vs Real Betis,564,19799,133.0,4-2-3-1,4-3-1-2,4522958
65,18545210,Real Betis vs Sevilla,564,19799,68.0,4-2-3-1,4-2-3-1,4580399
66,18545225,Valencia vs Real Betis,564,19799,9240.0,4-2-3-1,4-3-3,4535255
67,18545234,Real Betis vs Athletic Club,564,19799,68.0,4-2-3-1,4-2-3-1,4523054
68,18760977,Ibiza Islas Pitiusas vs Real Betis,570,20777,24210.0,4-2-3-1,4-2-3-1,4505366
69,18545244,Rayo Vallecano vs Real Betis,564,19799,304396.0,4-2-3-1,4-4-2,2594787
70,18766592,Real Betis vs Osasuna,570,20777,68.0,4-2-3-1,4-2-3-1,4503754
71,18545264,Espanyol vs Real Betis,564,19799,89.0,4-2-3-1,4-4-2,3025631
72,18545275,Getafe vs Real Betis,564,19799,9351.0,4-2-3-1,5-3-2,4522976
73,18545255,Real Betis vs FC Barcelona,564,19799,68.0,4-3-3,4-2-3-1,4551370
74,18545282,Real Betis vs Celta de Vigo,564,19799,68.0,4-4-2,4-2-3-1,2446698
75,18545292,Almería vs Real Betis,564,19799,9180.0,4-2-3-1,4-2-3-1,4522873
76,18545300,Real Betis vs Real Valladolid,564,19799,68.0,4-2-3-1,4-2-3-1,2919410
77,18545315,Elche vs Real Betis,564,19799,430.0,4-2-3-1,3-4-2-1,4544054
78,18545092,Celta de Vigo vs Espanyol,564,19799,9239.0,4-3-3,4-1-3-2,5147348
80,18545117,Girona vs Celta de Vigo,564,19799,9345.0,4-1-3-2,4-4-2,2446838
81,18545126,Celta de Vigo vs Cádiz,564,19799,9239.0,4-5-1,4-1-3-2,4619875
82,18545129,Atlético Madrid vs Celta de Vigo,564,19799,140808.0,4-1-3-2,3-5-2,4523214
83,18545143,Valencia vs Celta de Vigo,564,19799,9240.0,4-1-3-2,4-3-3,3025807
85,18545160,FC Barcelona vs Celta de Vigo,564,19799,300228.0,4-1-3-2,4-3-3,3496232
86,18545170,Celta de Vigo vs Real Sociedad,564,19799,340122.0,4-4-2,4-1-3-2,4523075
87,18545186,Real Valladolid vs Celta de Vigo,564,19799,9323.0,4-1-3-2,3-5-2,2351717
88,18545189,Celta de Vigo vs Getafe,564,19799,9239.0,5-3-2,4-1-3-2,3025744
89,18545202,Almería vs Celta de Vigo,564,19799,9180.0,4-1-3-2,4-2-3-1,2446628
90,18545211,Celta de Vigo vs Osasuna,564,19799,9239.0,4-3-3,4-4-2,4522948
91,18545226,Rayo Vallecano vs Celta de Vigo,564,19799,304396.0,3-4-3,4-2-3-1,3487846
92,18717986,Algar vs Celta de Vigo,570,20777,24358.0,4-4-2,5-3-2,2582983
93,18727849,Gernika vs Celta de Vigo,570,20777,6423.0,4-4-2,5-3-2,4509390
94,18545231,Celta de Vigo vs Sevilla,564,19799,9239.0,3-4-2-1,5-3-2,5147318
95,18760966,Espanyol vs Celta de Vigo,570,20777,9220.0,4-2-3-1,4-2-3-1,2579471
96,18545245,Elche vs Celta de Vigo,564,19799,430.0,5-3-2,3-4-3,4522915
98,18545265,Mallorca vs Celta de Vigo,564,19799,162.0,5-3-2,5-4-1,4522895
99,18545272,Celta de Vigo vs Athletic Club,564,19799,9239.0,4-2-3-1,4-4-2,2594845
101,18545294,Celta de Vigo vs Atlético Madrid,564,19799,9239.0,4-4-2,4-4-2,5147306
102,18545307,Real Sociedad vs Celta de Vigo,564,19799,133.0,4-4-2,4-4-2,4522848
103,18545310,Celta de Vigo vs Real Valladolid,564,19799,340122.0,4-2-3-1,4-4-2,4523099
105,18545108,Elche vs Almería,564,19799,430.0,3-4-1-2,4-4-2,2595112
106,18545111,Elche vs Real Sociedad,564,19799,430.0,4-3-1-2,4-4-2,4624552
108,18545136,Elche vs Athletic Club,564,19799,430.0,4-2-3-1,4-4-2,2595061
109,18545141,FC Barcelona vs Elche,564,19799,300228.0,4-3-3,4-3-3,4523039
110,18545156,Rayo Vallecano vs Elche,564,19799,304396.0,5-3-2,4-2-3-1,4523264
111,18545161,Elche vs Mallorca,564,19799,430.0,5-3-2,5-3-2,2352444
112,18545174,Valencia vs Elche,564,19799,9240.0,5-4-1,4-3-3,4523028
114,18545194,Espanyol vs Elche,564,19799,9220.0,5-3-2,4-3-3,3492832
115,18545200,Elche vs Getafe,564,19799,430.0,5-3-2,3-4-2-1,4157010
116,18545215,Real Valladolid vs Elche,564,19799,9323.0,4-3-3,4-3-3,4522944
117,18545220,Elche vs Girona,564,19799,430.0,4-1-4-1,4-2-3-1,3025689
118,18717980,Alcora vs Elche,570,20777,,4-4-2,4-4-2,4768504
119,18727843,Guadalajara vs Elche,570,20777,9294.0,3-4-2-1,5-3-2,4509379
120,18545229,Atlético Madrid vs Elche,564,19799,140808.0,3-4-2-1,3-5-2,4522985
121,18760968,Ceuta vs Elche,570,20777,,3-4-3,4-4-2,4505371
123,18545250,Cádiz vs Elche,564,19799,4473.0,3-4-3,4-4-1-1,2446906
