,fixture_id,name,league_id,season_id,venue_id,formation_away,formation_home,referee
0,10342653,Wolfsburg vs Schalke 04,82,13005,80,3-4-2-1,4-3-3,15419
1,10342658,Bayer Leverkusen vs Wolfsburg,82,13005,1947,4-3-3,4-2-3-1,926
2,10342685,Wolfsburg vs Hertha BSC,82,13005,80,4-2-3-1,4-3-3,16993
3,10342703,Wolfsburg vs Freiburg,82,13005,80,4-4-2,4-3-3,17352
4,10342721,Mainz 05 vs Wolfsburg,82,13005,2103,4-3-3,4-3-3,17233
5,10342738,Wolfsburg vs Borussia M'gladbach,82,13005,80,4-3-3,4-2-3-1,15400
6,10342749,Werder Bremen vs Wolfsburg,82,13005,2172,4-1-4-1,4-3-3,15399
7,10342772,Wolfsburg vs Bayern München,82,13005,80,4-1-4-1,4-3-3,17355
8,10342788,Fortuna Düsseldorf vs Wolfsburg,82,13005,427,4-4-2,4-1-4-1,15730
9,10342808,Wolfsburg vs Borussia Dortmund,82,13005,80,4-2-3-1,4-3-3,228
10,10342820,Hannover 96 vs Wolfsburg,82,13005,1531,4-3-3,4-2-3-1,221
11,10342844,Wolfsburg vs RB Leipzig,82,13005,80,4-3-1-2,4-3-1-2,17233
12,10342854,Eintracht Frankfurt vs Wolfsburg,82,13005,2169,4-3-1-2,3-4-1-2,17352
14,10342880,Wolfsburg vs Hoffenheim,82,13005,80,4-1-4-1,4-3-3,15400
15,10342897,Nürnberg vs Wolfsburg,82,13005,143896,4-3-1-2,4-2-3-1,926
16,10342912,Wolfsburg vs Stuttgart,82,13005,80,4-1-4-1,4-3-1-2,15803
17,10342928,Augsburg vs Wolfsburg,82,13005,2165,4-3-1-2,4-2-3-1,17210
18,10342934,Schalke 04 vs Wolfsburg,82,13005,2138,4-3-3,4-2-3-1,15413
19,10342966,Wolfsburg vs Bayer Leverkusen,82,13005,80,4-3-3,4-3-1-2,15400
20,10342979,Hertha BSC vs Wolfsburg,82,13005,1944,4-3-1-2,3-4-1-2,14473
21,10342997,Freiburg vs Wolfsburg,82,13005,2063,4-3-3,4-2-2-2,15406
22,10343017,Wolfsburg vs Mainz 05,82,13005,80,4-3-1-2,4-3-3,14475
23,10343027,Borussia M'gladbach vs Wolfsburg,82,13005,180,4-3-3,4-3-3,17226
24,10343053,Wolfsburg vs Werder Bremen,82,13005,80,4-3-1-2,4-3-1-2,228
25,10343057,Bayern München vs Wolfsburg,82,13005,53,4-3-3,4-2-3-1,17352
26,10342186,Borussia M'gladbach vs Bayer Leverkusen,82,13005,180,4-2-3-1,4-3-3,16993
28,10342671,Bayern München vs Bayer Leverkusen,82,13005,53,5-3-2,4-2-3-1,25431
29,10342693,Bayer Leverkusen vs Mainz 05,82,13005,1947,4-3-3,4-2-3-1,221
30,10342723,Fortuna Düsseldorf vs Bayer Leverkusen,82,13005,427,4-2-3-1,4-1-4-1,15413
31,10342728,Bayer Leverkusen vs Borussia Dortmund,82,13005,1947,4-2-3-1,4-2-3-1,15406
32,10342753,Freiburg vs Bayer Leverkusen,82,13005,2063,4-2-3-1,4-1-4-1,14473
33,10342761,Bayer Leverkusen vs Hannover 96,82,13005,1947,3-4-1-2,4-2-3-1,15419
34,10342782,Werder Bremen vs Bayer Leverkusen,82,13005,2172,3-4-3,3-5-2,221
35,10342796,Bayer Leverkusen vs Hoffenheim,82,13005,1947,3-4-1-2,3-4-2-1,17233
36,10342814,RB Leipzig vs Bayer Leverkusen,82,13005,2140,3-4-2-1,3-5-2,15399
37,10342832,Bayer Leverkusen vs Stuttgart,82,13005,1947,4-4-1-1,4-2-3-1,11693
38,10342862,Nürnberg vs Bayer Leverkusen,82,13005,143896,4-2-3-1,4-2-2-2,17901
39,10342868,Bayer Leverkusen vs Augsburg,82,13005,1947,4-1-4-1,4-2-3-1,14473
40,10342890,Eintracht Frankfurt vs Bayer Leverkusen,82,13005,2169,4-2-3-1,3-4-1-2,15406
41,10342900,Schalke 04 vs Bayer Leverkusen,82,13005,2138,4-2-3-1,4-4-2,16778
42,10342920,Bayer Leverkusen vs Hertha BSC,82,13005,1947,4-2-3-1,4-2-3-1,17233
43,10342938,Bayer Leverkusen vs Borussia M'gladbach,82,13005,1947,4-3-3,4-3-3,228
45,10342973,Bayer Leverkusen vs Bayern München,82,13005,1947,4-2-3-1,4-3-3,17233
46,10342999,Mainz 05 vs Bayer Leverkusen,82,13005,2103,4-3-3,3-4-1-2,11693
47,10343007,Bayer Leverkusen vs Fortuna Düsseldorf,82,13005,1947,4-2-3-1,4-3-3,15396
48,10343023,Borussia Dortmund vs Bayer Leverkusen,82,13005,2166,4-3-3,4-2-3-1,16993
49,10343041,Bayer Leverkusen vs Freiburg,82,13005,1947,4-4-2,4-3-3,17355
50,10343063,Hannover 96 vs Bayer Leverkusen,82,13005,1531,4-3-3,4-5-1,17210
51,10342190,Freiburg vs Eintracht Frankfurt,82,13005,2063,4-2-3-1,4-1-3-2,15413
52,10342656,Hoffenheim vs Freiburg,82,13005,1618,4-2-3-1,3-5-2,15803
53,10342681,Freiburg vs Stuttgart,82,13005,2063,4-4-2,4-2-2-2,16778
55,10342719,Freiburg vs Schalke 04,82,13005,2063,4-2-3-1,4-4-2,17356
56,10342736,Augsburg vs Freiburg,82,13005,2165,4-4-1-1,4-2-3-1,17226
58,10342768,Hertha BSC vs Freiburg,82,13005,1944,4-1-4-1,4-2-3-1,14475
59,10342786,Freiburg vs Borussia M'gladbach,82,13005,2063,4-3-3,4-4-2,15803
60,10342792,Bayern München vs Freiburg,82,13005,53,4-4-2,4-1-4-1,15400
61,10342822,Freiburg vs Mainz 05,82,13005,2063,4-3-1-2,4-4-2,17352
62,10342840,Freiburg vs Werder Bremen,82,13005,2063,4-4-1-1,3-4-3,14473
63,10342848,Borussia Dortmund vs Freiburg,82,13005,2166,5-4-1,4-2-3-1,17356
64,10342876,Freiburg vs RB Leipzig,82,13005,2063,4-3-1-2,4-2-3-1,25431
65,10342895,Fortuna Düsseldorf vs Freiburg,82,13005,427,4-2-3-1,4-4-2,15402
66,10342908,Freiburg vs Hannover 96,82,13005,2063,3-4-1-2,3-4-3,16993
67,10342932,Nürnberg vs Freiburg,82,13005,143896,4-4-2,4-1-4-1,17226
68,10342944,Eintracht Frankfurt vs Freiburg,82,13005,2169,3-4-3,3-4-1-2,926
69,10342961,Freiburg vs Hoffenheim,82,13005,2063,4-3-3,4-2-3-1,17901
70,10342975,Stuttgart vs Freiburg,82,13005,1945,3-4-3,4-4-2,16778
72,10343003,Schalke 04 vs Freiburg,82,13005,2138,4-2-2-2,4-2-3-1,17356
73,10343033,Freiburg vs Augsburg,82,13005,2063,4-4-1-1,4-4-2,25431
75,10343064,Freiburg vs Hertha BSC,82,13005,2063,3-4-1-2,4-2-3-1,11693
76,10342185,Borussia Dortmund vs RB Leipzig,82,13005,2166,4-2-2-2,4-3-3,16778
77,10342667,Hannover 96 vs Borussia Dortmund,82,13005,1531,4-3-3,3-4-1-2,15400
78,10342673,Borussia Dortmund vs Eintracht Frankfurt,82,13005,2166,4-2-3-1,4-2-3-1,14475
79,10342691,Hoffenheim vs Borussia Dortmund,82,13005,1618,4-2-3-1,3-5-2,15402
80,10342709,Borussia Dortmund vs Nürnberg,82,13005,2166,5-3-2,4-2-3-1,15419
82,10342745,Borussia Dortmund vs Augsburg,82,13005,2166,4-2-2-2,4-2-3-1,15396
83,10342763,Stuttgart vs Borussia Dortmund,82,13005,1945,4-2-3-1,4-3-3,15413
84,10342778,Borussia Dortmund vs Hertha BSC,82,13005,2166,3-4-2-1,4-2-3-1,17352
86,10342812,Borussia Dortmund vs Bayern München,82,13005,2166,4-2-3-1,4-2-3-1,15413
87,10342842,Mainz 05 vs Borussia Dortmund,82,13005,2103,4-2-3-1,5-3-2,16778
89,10342866,Schalke 04 vs Borussia Dortmund,82,13005,2138,4-2-3-1,4-3-1-2,228
