,fixture_id,name,league_id,season_id,venue_id,formation_away,formation_home,referee
0,11886047,FC Bayern München vs Hertha BSC,82,16264,53,3-4-1-2,4-3-3,15402
1,11886059,Hertha BSC vs VfL Wolfsburg,82,16264,1944,3-4-2-1,4-3-3,17355
2,11886072,Schalke 04 vs Hertha BSC,82,16264,2138,4-2-3-1,4-2-3-1,17233
3,11886078,FSV Mainz 05 vs Hertha BSC,82,16264,2103,3-4-1-2,4-3-1-2,221
4,11886089,Hertha BSC vs Paderborn,82,16264,1944,4-4-2,4-2-3-1,17356
5,11886098,FC Köln vs Hertha BSC,82,16264,1946,4-2-3-1,4-2-2-2,17210
6,11886106,Hertha BSC vs Fortuna Düsseldorf,82,16264,1944,4-2-3-1,4-2-3-1,15399
7,11886113,Werder Bremen vs Hertha BSC,82,16264,2172,4-2-3-1,4-3-3,15406
8,11886123,Hertha BSC vs TSG Hoffenheim,82,16264,1944,3-1-4-2,4-2-3-1,15396
9,11886136,FC Union Berlin vs Hertha BSC,82,16264,420,4-2-3-1,3-4-3,16778
10,11886140,Hertha BSC vs RB Leipzig,82,16264,1944,4-2-2-2,3-4-3,17210
11,11886153,FC Augsburg vs Hertha BSC,82,16264,2165,4-4-1-1,4-2-3-1,17352
13,11886159,Hertha BSC vs Borussia Dortmund,82,16264,1944,3-4-2-1,3-4-1-2,926
14,11886168,Eintracht Frankfurt vs Hertha BSC,82,16264,2169,3-4-1-2,3-4-1-2,16993
15,11886177,Hertha BSC vs SC Freiburg,82,16264,1944,3-4-2-1,4-4-2,17356
16,11886183,Bayer 04 Leverkusen vs Hertha BSC,82,16264,1947,4-1-4-1,4-1-4-1,14473
17,11886195,Hertha BSC vs Borussia Mönchengladbach,82,16264,1944,4-3-1-2,4-1-4-1,15402
18,11886203,Hertha BSC vs FC Bayern München,82,16264,1944,4-2-3-1,4-1-4-1,17233
19,11886213,VfL Wolfsburg vs Hertha BSC,82,16264,80,4-1-4-1,4-3-3,15396
20,11886222,Hertha BSC vs Schalke 04,82,16264,1944,4-3-1-2,4-1-4-1,17352
21,11886233,Hertha BSC vs FSV Mainz 05,82,16264,1944,3-4-3,3-5-2,15399
22,11886243,Paderborn vs Hertha BSC,82,16264,1571,3-1-4-2,4-3-3,17901
23,11886251,Hertha BSC vs FC Köln,82,16264,1944,4-2-3-1,3-1-4-2,15730
24,11886258,Fortuna Düsseldorf vs Hertha BSC,82,16264,302413,4-4-2,5-3-2,17233
25,11886267,Hertha BSC vs Werder Bremen,82,16264,1944,4-3-1-2,4-4-2,17355
26,11886276,TSG Hoffenheim vs Hertha BSC,82,16264,1618,4-2-3-1,4-2-3-1,16993
27,11886284,Hertha BSC vs FC Union Berlin,82,16264,1944,3-4-2-1,4-2-3-1,15402
28,11886291,RB Leipzig vs Hertha BSC,82,16264,2140,4-2-3-1,4-2-2-2,14473
29,11886302,Hertha BSC vs FC Augsburg,82,16264,1944,4-2-3-1,4-2-3-1,926
30,11886308,Borussia Dortmund vs Hertha BSC,82,16264,2166,4-2-3-1,3-4-2-1,15402
31,11886055,FC Union Berlin vs RB Leipzig,82,16264,420,3-4-3,4-2-3-1,15396
32,11886062,FC Augsburg vs FC Union Berlin,82,16264,2165,4-4-2,4-2-3-1,11693
33,11886073,FC Union Berlin vs Borussia Dortmund,82,16264,420,4-2-3-1,4-4-2,15406
34,11886082,FC Union Berlin vs Werder Bremen,82,16264,420,4-1-3-2,4-4-2,25431
35,11886084,Bayer 04 Leverkusen vs FC Union Berlin,82,16264,1947,4-4-2,4-2-3-1,15803
36,11886100,FC Union Berlin vs Eintracht Frankfurt,82,16264,420,3-4-1-2,4-2-3-1,17352
37,11886104,VfL Wolfsburg vs FC Union Berlin,82,16264,80,3-4-2-1,3-4-2-1,14473
38,11886118,FC Union Berlin vs SC Freiburg,82,16264,420,3-4-2-1,3-4-2-1,14475
39,11886119,FC Bayern München vs FC Union Berlin,82,16264,53,4-2-3-1,4-1-4-1,221
41,11886141,FSV Mainz 05 vs FC Union Berlin,82,16264,2103,3-4-1-2,4-3-1-2,15402
42,11886154,FC Union Berlin vs Borussia Mönchengladbach,82,16264,420,4-2-3-1,3-4-1-2,15406
43,11886161,Schalke 04 vs FC Union Berlin,82,16264,2138,3-4-3,4-2-3-1,15730
44,11886172,FC Union Berlin vs FC Köln,82,16264,420,4-4-1-1,3-4-3,15419
45,11886181,Paderborn vs FC Union Berlin,82,16264,1571,3-4-2-1,4-4-2,926
46,11886190,FC Union Berlin vs TSG Hoffenheim,82,16264,420,4-2-3-1,3-4-1-2,17210
47,11886194,Fortuna Düsseldorf vs FC Union Berlin,82,16264,302413,3-4-2-1,4-3-3,14475
48,11886200,RB Leipzig vs FC Union Berlin,82,16264,2140,3-4-2-1,4-2-3-1,14473
49,11886217,FC Union Berlin vs FC Augsburg,82,16264,420,4-2-3-1,3-4-1-2,17901
50,11886218,Borussia Dortmund vs FC Union Berlin,82,16264,2166,3-4-2-1,3-4-2-1,14475
51,11886232,Werder Bremen vs FC Union Berlin,82,16264,339831,3-4-2-1,3-4-3,15730
52,11886244,FC Union Berlin vs Bayer 04 Leverkusen,82,16264,420,3-4-3,3-4-2-1,15402
53,11886249,Eintracht Frankfurt vs FC Union Berlin,82,16264,2169,3-4-2-1,4-2-3-1,16778
54,11886262,FC Union Berlin vs VfL Wolfsburg,82,16264,420,4-4-2,3-4-2-1,14473
55,11886269,SC Freiburg vs FC Union Berlin,82,16264,2063,3-4-3,3-4-3,221
