,fixture_id,pitch,weatherDescription,current
0,18841619,GOOD,scattered clouds,scattered clouds
1,18841635,GOOD,broken clouds,broken clouds
2,18841639,NaN,broken clouds,broken clouds
3,18841648,NaN,broken clouds,NaN
4,18841660,NaN,broken clouds,NaN
5,18841668,NaN,scattered clouds,NaN
6,18995307,NaN,overcast clouds,NaN
7,18841677,NaN,light rain,NaN
8,18841687,NaN,overcast clouds,NaN
9,18841701,NaN,moderate rain,NaN
10,18842132,NaN,moderate rain,NaN
11,18842141,NaN,light rain,NaN
12,18842385,NaN,light rain,NaN
13,18842407,NaN,sky is clear,NaN
14,18842414,NaN,moderate rain,NaN
15,18842421,NaN,light rain,NaN
16,18842431,NaN,moderate rain,NaN
17,18842441,NaN,few clouds,NaN
18,18842451,NaN,overcast clouds,overcast clouds
19,18842463,NaN,overcast clouds,overcast clouds
20,18842478,NaN,overcast clouds,overcast clouds
21,19037854,NaN,broken clouds,broken clouds
22,18842483,NaN,clear sky,clear sky
23,19062941,NaN,light rain,light rain
24,18842492,NaN,overcast clouds,overcast clouds
25,18842503,NaN,broken clouds,broken clouds
26,18842517,NaN,few clouds,few clouds
27,18842528,NaN,overcast clouds,NaN
28,18842533,NaN,light rain,NaN
29,18841620,GOOD,scattered clouds,scattered clouds
30,18841628,GOOD,few clouds,few clouds
31,18841637,GOOD,broken clouds,broken clouds
32,18968549,NaN,clear sky,clear sky
33,18841654,NaN,few clouds,NaN
34,18841659,NaN,scattered clouds,NaN
35,18841671,NaN,sky is clear,NaN
36,18995309,NaN,overcast clouds,NaN
37,18841679,NaN,sky is clear,NaN
38,18841691,NaN,light rain,NaN
39,18841705,NaN,broken clouds,NaN
41,19016538,NaN,light rain,NaN
42,18842142,NaN,light rain,NaN
43,18842384,NaN,moderate rain,NaN
44,18842403,NaN,light snow,NaN
45,18842415,NaN,rain and snow,NaN
46,18842423,NaN,scattered clouds,NaN
47,18842434,NaN,light snow,NaN
48,18842447,NaN,scattered clouds,NaN
49,19029700,NaN,light rain,NaN
50,18842452,NaN,light intensity shower rain,light intensity shower rain
51,18842460,NaN,clear sky,clear sky
52,18842472,NaN,overcast clouds,overcast clouds
53,19037858,NaN,scattered clouds,overcast clouds
54,19051344,NaN,broken clouds,broken clouds
55,18842485,NaN,overcast clouds,overcast clouds
56,19051345,NaN,moderate rain,light rain
57,19062942,NaN,overcast clouds,NaN
58,18842491,NaN,overcast clouds,overcast clouds
59,18842504,NaN,broken clouds,broken clouds
60,18842512,NaN,few clouds,few clouds
61,18842523,NaN,light shower snow,light shower snow
62,18842537,NaN,sky is clear,NaN
63,18841624,GOOD,clear sky,clear sky
64,18841629,GOOD,scattered clouds,scattered clouds
65,18841644,NaN,broken clouds,broken clouds
66,18841652,NaN,overcast clouds,NaN
67,18841665,NaN,broken clouds,NaN
68,18841672,NaN,light rain,NaN
69,18995311,NaN,moderate rain,NaN
70,18841683,NaN,sky is clear,NaN
72,18841700,NaN,moderate rain,NaN
73,18842135,NaN,light rain,NaN
74,19016540,NaN,moderate rain,NaN
75,18842143,NaN,light rain,NaN
76,18842388,NaN,moderate rain,NaN
77,18842405,NaN,sky is clear,NaN
79,18842425,NaN,rain and snow,NaN
80,18842432,NaN,moderate rain,NaN
81,18842445,NaN,sky is clear,NaN
82,19029703,NaN,broken clouds,broken clouds
83,18842453,NaN,moderate rain,moderate rain
84,18842464,NaN,overcast clouds,overcast clouds
85,18842473,NaN,light rain,light rain
86,19037852,NaN,overcast clouds,overcast clouds
88,18842480,NaN,moderate rain,NaN
90,19062936,NaN,clear sky,clear sky
91,18842498,NaN,broken clouds,broken clouds
92,18842501,NaN,overcast clouds,NaN
93,18842513,NaN,overcast clouds,overcast clouds
94,18842520,NaN,broken clouds,broken clouds
95,18842536,NaN,broken clouds,broken clouds
96,19075902,NaN,moderate rain,NaN
97,18841617,GOOD,broken clouds,broken clouds
98,18841627,GOOD,broken clouds,broken clouds
100,18841646,NaN,few clouds,NaN
101,18841658,NaN,moderate rain,NaN
102,18841666,NaN,sky is clear,NaN
103,18995306,NaN,overcast clouds,NaN
104,18841676,NaN,broken clouds,NaN
105,18841686,NaN,light rain,NaN
106,18841699,NaN,light rain,NaN
107,18842130,NaN,light rain,NaN
108,19016542,NaN,light snow,NaN
109,18842145,NaN,NaN,NaN
110,18842383,NaN,light snow,NaN
111,18842400,NaN,sky is clear,NaN
112,18842411,NaN,light rain,NaN
