,fixture_id,pitch,weatherDescription,current
0,10367585,NaN,NaN,NaN
1,10367592,NaN,NaN,NaN
2,10367604,NaN,NaN,NaN
3,10367610,NaN,NaN,NaN
4,10420453,NaN,NaN,NaN
5,10420455,NaN,NaN,NaN
6,10420473,NaN,NaN,NaN
7,10420477,NaN,NaN,NaN
8,10420488,NaN,NaN,NaN
9,10420495,NaN,NaN,NaN
10,10950618,NaN,NaN,NaN
11,10420513,NaN,NaN,NaN
12,10420520,NaN,NaN,NaN
13,10420531,NaN,NaN,NaN
15,10420535,NaN,NaN,NaN
16,10950619,NaN,NaN,NaN
17,10420551,NaN,NaN,NaN
18,10420558,NaN,NaN,NaN
19,10420573,NaN,NaN,NaN
20,10420575,NaN,NaN,NaN
21,11389347,NaN,NaN,NaN
22,10420592,NaN,NaN,NaN
23,11389348,NaN,NaN,NaN
24,10420602,NaN,NaN,NaN
25,10420608,NaN,NaN,NaN
26,10420621,NaN,NaN,NaN
27,10420629,NaN,NaN,NaN
28,10420643,NaN,NaN,NaN
29,10420646,NaN,NaN,NaN
30,10420659,NaN,NaN,NaN
31,10367584,NaN,NaN,NaN
32,10367590,NaN,NaN,NaN
33,10367605,NaN,NaN,NaN
34,10367606,NaN,NaN,NaN
35,10420452,NaN,NaN,NaN
36,10420463,NaN,NaN,NaN
37,10420468,NaN,NaN,NaN
38,10420474,NaN,NaN,NaN
39,10420493,NaN,NaN,NaN
40,10420494,NaN,NaN,NaN
41,10950598,NaN,NaN,NaN
42,10420505,NaN,NaN,NaN
43,10420516,NaN,NaN,NaN
44,10420526,NaN,NaN,NaN
45,10420538,NaN,NaN,NaN
46,10950599,NaN,NaN,NaN
47,10420547,NaN,NaN,NaN
48,10420563,NaN,NaN,NaN
50,10420577,NaN,NaN,NaN
51,11389333,NaN,NaN,NaN
52,10420587,NaN,NaN,NaN
53,11389334,NaN,NaN,NaN
54,10420600,NaN,NaN,NaN
55,11651482,NaN,NaN,NaN
56,10420607,NaN,NaN,NaN
57,11651483,NaN,NaN,NaN
58,10420618,NaN,NaN,NaN
59,11754936,NaN,NaN,NaN
60,10420624,NaN,NaN,NaN
61,10420641,NaN,NaN,NaN
62,10420651,NaN,NaN,NaN
63,11754937,NaN,NaN,NaN
64,10420658,NaN,NaN,NaN
65,10418900,NaN,NaN,NaN
66,10367586,NaN,NaN,NaN
67,10367598,NaN,NaN,NaN
68,10367613,NaN,NaN,NaN
69,10420450,NaN,NaN,NaN
70,10420458,NaN,NaN,NaN
71,10420464,NaN,NaN,NaN
72,10420476,NaN,NaN,NaN
73,10420485,NaN,NaN,NaN
74,10420500,NaN,NaN,NaN
75,10950620,NaN,NaN,NaN
76,10420504,NaN,NaN,NaN
77,10420515,NaN,NaN,NaN
80,10420536,NaN,NaN,NaN
81,10950621,NaN,NaN,NaN
82,10420545,NaN,NaN,NaN
83,10420561,NaN,NaN,NaN
84,10420567,NaN,NaN,NaN
85,10420581,NaN,NaN,NaN
86,11389337,NaN,NaN,NaN
88,11389338,NaN,NaN,NaN
89,10420595,NaN,NaN,NaN
90,11651480,NaN,NaN,NaN
91,10420605,NaN,NaN,NaN
92,11651481,NaN,NaN,NaN
93,10420620,NaN,NaN,NaN
94,11754938,NaN,NaN,NaN
95,10420630,NaN,NaN,NaN
96,10420637,NaN,NaN,NaN
97,10420653,NaN,NaN,NaN
98,11754939,NaN,NaN,NaN
99,10420654,NaN,NaN,NaN
100,10367578,NaN,NaN,NaN
101,10367594,NaN,NaN,NaN
102,10367603,NaN,NaN,NaN
103,10367614,NaN,NaN,NaN
104,10420445,NaN,NaN,NaN
105,10420459,NaN,NaN,NaN
106,10420465,NaN,NaN,NaN
107,10420481,NaN,NaN,NaN
108,10420486,NaN,NaN,NaN
109,10420498,NaN,NaN,NaN
110,10950600,NaN,NaN,NaN
113,10420532,NaN,NaN,NaN
114,10420537,NaN,NaN,NaN
115,10950601,NaN,NaN,NaN
117,10420555,NaN,NaN,NaN
118,10420566,NaN,NaN,NaN
119,10420578,NaN,NaN,NaN
120,10420590,NaN,NaN,NaN
121,10420596,NaN,NaN,NaN
122,10420610,NaN,NaN,NaN
123,10420615,NaN,NaN,NaN
124,10420631,NaN,NaN,NaN
125,10420635,NaN,NaN,NaN
126,10420644,NaN,NaN,NaN
127,10420662,NaN,NaN,NaN
130,10367601,NaN,NaN,NaN
131,10367608,NaN,NaN,NaN
132,10420448,NaN,NaN,NaN
133,10420461,NaN,NaN,NaN
134,10420469,NaN,NaN,NaN
135,10420478,NaN,NaN,NaN
137,10420503,NaN,NaN,NaN
138,10950612,NaN,NaN,NaN
140,10420519,NaN,NaN,NaN
141,10420528,NaN,NaN,NaN
142,10420539,NaN,NaN,NaN
143,10950613,NaN,NaN,NaN
144,10420546,NaN,NaN,NaN
