,fixture_id,pitch,weatherDescription,current
0,11886047,NaN,NaN,NaN
1,11886059,NaN,NaN,NaN
2,11886072,NaN,NaN,NaN
3,11886078,NaN,NaN,NaN
4,11886089,NaN,NaN,NaN
5,11886098,NaN,NaN,NaN
6,11886106,NaN,NaN,NaN
7,11886113,NaN,NaN,NaN
8,11886123,NaN,NaN,NaN
9,11886136,NaN,NaN,NaN
10,11886140,NaN,NaN,NaN
11,11886153,NaN,NaN,NaN
13,11886159,NaN,NaN,NaN
14,11886168,NaN,NaN,NaN
15,11886177,NaN,NaN,NaN
16,11886183,NaN,NaN,NaN
17,11886195,NaN,NaN,NaN
18,11886203,NaN,NaN,NaN
19,11886213,NaN,NaN,NaN
20,11886222,NaN,NaN,NaN
21,11886233,NaN,NaN,NaN
22,11886243,NaN,NaN,NaN
23,11886251,NaN,NaN,NaN
24,11886258,NaN,NaN,NaN
25,11886267,NaN,NaN,NaN
26,11886276,NaN,NaN,NaN
27,11886284,NaN,NaN,NaN
28,11886291,NaN,NaN,NaN
29,11886302,NaN,NaN,NaN
30,11886308,NaN,NaN,NaN
31,11886055,NaN,NaN,NaN
32,11886062,NaN,NaN,NaN
33,11886073,NaN,NaN,NaN
34,11886082,NaN,NaN,NaN
35,11886084,NaN,NaN,NaN
36,11886100,NaN,NaN,NaN
37,11886104,NaN,NaN,NaN
38,11886118,NaN,NaN,NaN
39,11886119,NaN,NaN,NaN
41,11886141,NaN,NaN,NaN
42,11886154,NaN,NaN,NaN
43,11886161,NaN,NaN,NaN
44,11886172,NaN,NaN,NaN
45,11886181,NaN,NaN,NaN
46,11886190,NaN,NaN,NaN
47,11886194,NaN,NaN,NaN
48,11886200,NaN,NaN,NaN
49,11886217,NaN,NaN,NaN
50,11886218,NaN,NaN,NaN
51,11886232,NaN,NaN,NaN
52,11886244,NaN,NaN,NaN
53,11886249,NaN,NaN,NaN
54,11886262,NaN,NaN,NaN
55,11886269,NaN,NaN,NaN
56,11886280,NaN,NaN,NaN
58,11886298,NaN,NaN,NaN
59,11886300,NaN,NaN,NaN
60,11886316,NaN,NaN,NaN
61,11886051,NaN,NaN,NaN
63,11886068,NaN,NaN,NaN
64,11886077,NaN,NaN,NaN
65,11886086,NaN,NaN,NaN
66,11886096,NaN,NaN,NaN
68,11886111,NaN,NaN,NaN
69,11886122,NaN,NaN,NaN
70,11886128,NaN,NaN,NaN
71,11886139,NaN,NaN,NaN
72,11886149,NaN,NaN,NaN
73,11886157,NaN,NaN,NaN
74,11886170,NaN,NaN,NaN
75,11886174,NaN,NaN,NaN
76,11886185,NaN,NaN,NaN
77,11886191,NaN,NaN,NaN
78,11886207,NaN,NaN,NaN
80,11886226,NaN,NaN,NaN
81,11886230,NaN,NaN,NaN
82,11886238,NaN,NaN,NaN
83,11886248,NaN,NaN,NaN
85,11886266,NaN,NaN,NaN
86,11886278,NaN,NaN,NaN
87,11886283,NaN,NaN,NaN
88,11886292,NaN,NaN,NaN
89,11886301,NaN,NaN,NaN
90,11886312,NaN,NaN,NaN
91,11886049,NaN,NaN,NaN
92,11886058,NaN,NaN,NaN
93,11886066,NaN,NaN,NaN
94,11886074,NaN,NaN,NaN
96,11886097,NaN,NaN,NaN
97,11886102,NaN,NaN,NaN
98,11886112,NaN,NaN,NaN
99,11886120,NaN,NaN,NaN
100,11886130,NaN,NaN,NaN
102,11886148,NaN,NaN,NaN
103,11886155,NaN,NaN,NaN
104,11886166,NaN,NaN,NaN
105,11886180,NaN,NaN,NaN
107,11886196,NaN,NaN,NaN
108,11886208,NaN,NaN,NaN
109,11886211,NaN,NaN,NaN
110,11886220,NaN,NaN,NaN
111,11886228,NaN,NaN,NaN
113,11886246,NaN,NaN,NaN
114,11886255,NaN,NaN,NaN
115,11886264,NaN,NaN,NaN
116,11886275,NaN,NaN,NaN
117,11886282,NaN,NaN,NaN
119,11886304,NaN,NaN,NaN
120,11886310,NaN,NaN,NaN
121,11886054,NaN,NaN,NaN
122,11886064,NaN,NaN,NaN
123,11886071,NaN,NaN,NaN
124,11886076,NaN,NaN,NaN
125,11886090,NaN,NaN,NaN
126,11886095,NaN,NaN,NaN
127,11886107,NaN,NaN,NaN
129,11886125,NaN,NaN,NaN
130,11886132,NaN,NaN,NaN
131,11886142,NaN,NaN,NaN
133,11886156,NaN,NaN,NaN
136,11886188,NaN,NaN,NaN
137,11886197,NaN,NaN,NaN
138,11886204,NaN,NaN,NaN
139,11886216,NaN,NaN,NaN
140,11886225,NaN,NaN,NaN
141,11886234,NaN,NaN,NaN
142,11886241,NaN,NaN,NaN
143,11886252,NaN,NaN,NaN
144,11886254,NaN,NaN,NaN
146,11886273,NaN,NaN,NaN
147,11886286,NaN,NaN,NaN
148,11886293,NaN,NaN,NaN
150,11886314,NaN,NaN,NaN
151,11886048,NaN,NaN,NaN
152,11886063,NaN,NaN,NaN
155,11886087,NaN,NaN,NaN
156,11886092,NaN,NaN,NaN
158,11886110,NaN,NaN,NaN
159,11886126,NaN,NaN,NaN
161,11886137,NaN,NaN,NaN
162,11886146,NaN,NaN,NaN
164,11886164,NaN,NaN,NaN
165,11886178,NaN,NaN,NaN
166,11886182,NaN,NaN,NaN
167,11886193,NaN,NaN,NaN
168,11886206,NaN,NaN,NaN
169,11886210,NaN,NaN,NaN
172,11886236,NaN,NaN,NaN
173,11886250,NaN,NaN,NaN
175,11886265,NaN,NaN,NaN
176,11886272,NaN,NaN,NaN
178,11886290,NaN,NaN,NaN
179,11886307,NaN,NaN,NaN
181,11886053,NaN,NaN,NaN
182,11886057,NaN,NaN,NaN
183,11886070,NaN,NaN,NaN
185,11886088,NaN,NaN,NaN
187,11886105,NaN,NaN,NaN
191,11886138,NaN,NaN,NaN
192,11886150,NaN,NaN,NaN
194,11886169,NaN,NaN,NaN
195,11886173,NaN,NaN,NaN
196,11886187,NaN,NaN,NaN
197,11886198,NaN,NaN,NaN
198,11886202,NaN,NaN,NaN
199,11886215,NaN,NaN,NaN
200,11886224,NaN,NaN,NaN
202,11886237,NaN,NaN,NaN
207,11886294,NaN,NaN,NaN
208,11886305,NaN,NaN,NaN
209,11886256,NaN,NaN,NaN
214,11886080,NaN,NaN,NaN
215,11886083,NaN,NaN,NaN
217,11886108,NaN,NaN,NaN
218,11886117,NaN,NaN,NaN
219,11886124,NaN,NaN,NaN
220,11886134,NaN,NaN,NaN
221,11886144,NaN,NaN,NaN
222,11886147,NaN,NaN,NaN
223,11886162,NaN,NaN,NaN
226,11886186,NaN,NaN,NaN
231,11886242,NaN,NaN,NaN
233,11886261,NaN,NaN,NaN
234,11886271,NaN,NaN,NaN
235,11886229,NaN,NaN,NaN
236,11886279,NaN,NaN,NaN
237,11886288,NaN,NaN,NaN
238,11886295,NaN,NaN,NaN
239,11886306,NaN,NaN,NaN
240,11886315,NaN,NaN,NaN
241,11886050,NaN,NaN,NaN
242,11886061,NaN,NaN,NaN
244,11886081,NaN,NaN,NaN
245,11886091,NaN,NaN,NaN
246,11886093,NaN,NaN,NaN
248,11886114,NaN,NaN,NaN
250,11886135,NaN,NaN,NaN
251,11886143,NaN,NaN,NaN
255,11886179,NaN,NaN,NaN
258,11886205,NaN,NaN,NaN
259,11886209,NaN,NaN,NaN
261,11886235,NaN,NaN,NaN
262,11886240,NaN,NaN,NaN
263,11886253,NaN,NaN,NaN
265,11886270,NaN,NaN,NaN
267,11886287,NaN,NaN,NaN
268,11886296,NaN,NaN,NaN
272,11886056,NaN,NaN,NaN
273,11886067,NaN,NaN,NaN
274,11886075,NaN,NaN,NaN
280,11886129,NaN,NaN,NaN
283,11886163,NaN,NaN,NaN
284,11886165,NaN,NaN,NaN
285,11886176,NaN,NaN,NaN
287,11886192,NaN,NaN,NaN
289,11886214,NaN,NaN,NaN
290,11886219,NaN,NaN,NaN
291,11886227,NaN,NaN,NaN
297,11886285,NaN,NaN,NaN
300,11886309,NaN,NaN,NaN
304,11886079,NaN,NaN,NaN
307,11886103,NaN,NaN,NaN
308,11886116,NaN,NaN,NaN
311,11886145,NaN,NaN,NaN
315,11886171,NaN,NaN,NaN
316,11886175,NaN,NaN,NaN
317,11886189,NaN,NaN,NaN
322,11886231,NaN,NaN,NaN
325,11886260,NaN,NaN,NaN
326,11886263,NaN,NaN,NaN
329,11886297,NaN,NaN,NaN
334,11886069,NaN,NaN,NaN
336,11886085,NaN,NaN,NaN
339,11886115,NaN,NaN,NaN
340,11886127,NaN,NaN,NaN
343,11886152,NaN,NaN,NaN
344,11886158,NaN,NaN,NaN
351,11886221,NaN,NaN,NaN
353,11886239,NaN,NaN,NaN
356,11886268,NaN,NaN,NaN
357,11886277,NaN,NaN,NaN
360,11886299,NaN,NaN,NaN
361,11886313,NaN,NaN,NaN
363,11886060,NaN,NaN,NaN
367,11886094,NaN,NaN,NaN
370,11886121,NaN,NaN,NaN
375,11886167,NaN,NaN,NaN
377,11886184,NaN,NaN,NaN
380,11886212,NaN,NaN,NaN
383,11886247,NaN,NaN,NaN
387,11886274,NaN,NaN,NaN
397,11886099,NaN,NaN,NaN
398,11886109,NaN,NaN,NaN
401,11886133,NaN,NaN,NaN
408,11886199,NaN,NaN,NaN
414,11886245,NaN,NaN,NaN
415,11886259,NaN,NaN,NaN
418,11886289,NaN,NaN,NaN
422,11886052,NaN,NaN,NaN
428,11886101,NaN,NaN,NaN
433,11886151,NaN,NaN,NaN
440,11886201,NaN,NaN,NaN
446,11886257,NaN,NaN,NaN
451,11886303,NaN,NaN,NaN
462,11886131,NaN,NaN,NaN
465,11886160,NaN,NaN,NaN
478,11886281,NaN,NaN,NaN
482,11886311,NaN,NaN,NaN
485,11886065,NaN,NaN,NaN
503,11886223,NaN,NaN,NaN
