,fixture_id,pitch,weatherDescription,current
0,18535049,GOOD,broken clouds,NaN
1,18535054,GOOD,sky is clear,NaN
2,18535250,GOOD,scattered clouds,NaN
3,18645575,NaN,light rain,NaN
4,18535254,GOOD,light rain,NaN
5,18535063,GOOD,overcast clouds,NaN
6,18535073,GOOD,light rain,NaN
7,18535097,GOOD,light rain,NaN
8,18535103,GOOD,sky is clear,NaN
9,18535112,GOOD,light rain,NaN
10,18535274,GOOD,sky is clear,NaN
11,18535285,GOOD,light rain,NaN
12,18535124,GOOD,light rain,NaN
13,18535140,GOOD,moderate rain,NaN
14,18671649,NaN,light rain,NaN
15,18535292,GOOD,broken clouds,NaN
17,18724602,NaN,overcast clouds,few clouds
18,18535150,GOOD,scattered clouds,few clouds
19,18535152,GOOD,moderate rain,broken clouds
20,18535166,GOOD,moderate rain,light intensity shower rain
21,18735960,GOOD,moderate rain,few clouds
22,18535173,GOOD,moderate rain,scattered clouds
23,18535306,GOOD,overcast clouds,scattered clouds
24,18767510,GOOD,overcast clouds,broken clouds
25,18535183,GOOD,few clouds,broken clouds
26,18535193,GOOD,scattered clouds,broken clouds
27,18535313,GOOD,overcast clouds,broken clouds
28,18535042,GOOD,sky is clear,NaN
29,18535060,GOOD,sky is clear,NaN
30,18535244,GOOD,broken clouds,NaN
31,18645572,NaN,light rain,NaN
32,18535251,GOOD,light rain,NaN
34,18535079,GOOD,NaN,NaN
35,18535268,GOOD,few clouds,NaN
36,18535094,GOOD,light rain,NaN
37,18535110,GOOD,few clouds,NaN
38,18535113,GOOD,scattered clouds,NaN
39,18535275,GOOD,moderate rain,NaN
40,18535284,GOOD,NaN,NaN
41,18535126,GOOD,light rain,NaN
42,18535135,GOOD,light rain,NaN
43,18535293,GOOD,overcast clouds,NaN
45,18535145,GOOD,light rain,few clouds
46,18535153,GOOD,moderate rain,moderate rain
47,18535168,GOOD,light rain,overcast clouds
48,18735983,GOOD,moderate rain,broken clouds
49,18535084,GOOD,light rain,light rain
50,18535177,GOOD,NaN,NaN
51,18535304,GOOD,broken clouds,broken clouds
52,18767511,GOOD,scattered clouds,broken clouds
53,18535184,GOOD,broken clouds,broken clouds
54,18781909,GOOD,light rain,overcast clouds
55,18535194,GOOD,scattered clouds,overcast clouds
58,18535056,GOOD,light rain,NaN
59,18535247,GOOD,moderate rain,NaN
60,18535256,GOOD,light rain,NaN
61,18535069,GOOD,overcast clouds,NaN
62,18535075,GOOD,light rain,NaN
64,18535102,GOOD,sky is clear,NaN
65,18535116,GOOD,light rain,NaN
66,18535279,GOOD,overcast clouds,NaN
67,18535286,GOOD,light rain,NaN
68,18535128,GOOD,moderate rain,NaN
69,18535138,GOOD,NaN,NaN
70,18671641,NaN,light rain,NaN
71,18535294,GOOD,broken clouds,NaN
72,18724599,NaN,light rain,mist
73,18535142,GOOD,light rain,clear sky
74,18535154,GOOD,light rain,scattered clouds
75,18535163,GOOD,overcast clouds,few clouds
