,fixture_id,pitch,weatherDescription,current
0,18863192,GOOD,clear sky,clear sky
1,18863207,GOOD,few clouds,few clouds
2,18863209,NaN,overcast clouds,NaN
3,18863220,NaN,scattered clouds,NaN
4,18863228,NaN,broken clouds,NaN
5,18863242,NaN,overcast clouds,NaN
6,18863245,NaN,overcast clouds,NaN
7,18863254,NaN,light rain,NaN
8,18863267,NaN,moderate rain,NaN
9,18863272,NaN,broken clouds,NaN
10,18863282,NaN,overcast clouds,NaN
11,18863290,NaN,rain and snow,NaN
12,18863308,NaN,overcast clouds,NaN
13,18863322,NaN,scattered clouds,NaN
14,18863326,NaN,few clouds,few clouds
15,18863336,NaN,few clouds,clear sky
16,18863298,NaN,overcast clouds,overcast clouds
17,18863353,NaN,clear sky,clear sky
18,18863362,NaN,light rain,NaN
19,18863346,NaN,NaN,NaN
20,18863381,NaN,clear sky,clear sky
21,18863406,NaN,scattered clouds,scattered clouds
22,18863417,NaN,clear sky,clear sky
23,18863431,NaN,light rain,NaN
24,18863195,GOOD,light rain,light rain
25,18863204,GOOD,extreme rain,extreme rain
26,18863213,NaN,scattered clouds,NaN
28,18863227,NaN,light rain,NaN
29,18863237,NaN,scattered clouds,NaN
30,18863252,NaN,scattered clouds,NaN
31,18863256,NaN,NaN,NaN
32,18863269,NaN,light rain,NaN
33,18863274,NaN,light rain,NaN
34,18863283,NaN,moderate rain,NaN
35,18863293,NaN,overcast clouds,NaN
36,18863303,NaN,broken clouds,NaN
37,18863310,NaN,moderate rain,NaN
38,18863324,NaN,few clouds,NaN
39,18863329,NaN,light rain,light rain
40,18863337,NaN,NaN,NaN
41,18863350,NaN,sky is clear,clear sky
42,18863356,NaN,few clouds,clear sky
43,18863366,NaN,overcast clouds,overcast clouds
45,18863400,NaN,few clouds,few clouds
46,18863421,NaN,few clouds,few clouds
47,18863435,NaN,overcast clouds,NaN
48,18863193,GOOD,light rain,light rain
49,18863203,NaN,clear sky,clear sky
50,18863210,NaN,light rain,NaN
51,18863217,NaN,sky is clear,NaN
52,18863229,NaN,few clouds,NaN
53,18863238,NaN,NaN,NaN
54,18863247,NaN,overcast clouds,NaN
56,18863264,NaN,light rain,NaN
57,18863277,NaN,moderate rain,NaN
59,18863296,NaN,moderate rain,NaN
60,18863300,NaN,light snow,NaN
61,18863314,NaN,light rain,NaN
62,18863319,NaN,broken clouds,NaN
63,18863327,NaN,light rain,light rain
64,18863341,NaN,scattered clouds,overcast clouds
65,18863344,NaN,few clouds,NaN
66,18863354,NaN,scattered clouds,NaN
67,18863377,NaN,overcast clouds,overcast clouds
68,18863383,NaN,light rain,NaN
69,18863410,NaN,light rain,few clouds
70,18863419,NaN,broken clouds,broken clouds
71,18863439,NaN,light rain,NaN
72,18863196,GOOD,broken clouds,broken clouds
73,18863201,GOOD,overcast clouds,overcast clouds
74,18863216,NaN,NaN,NaN
75,18863219,NaN,light rain,NaN
76,18863230,NaN,sky is clear,NaN
77,18863236,NaN,sky is clear,NaN
78,18863244,NaN,overcast clouds,NaN
79,18863255,NaN,light rain,NaN
81,18863273,NaN,moderate rain,NaN
82,18863281,NaN,light rain,NaN
83,18863291,NaN,rain and snow,NaN
84,18863301,NaN,NaN,NaN
86,18863318,NaN,few clouds,NaN
87,18863333,NaN,overcast clouds,overcast clouds
89,18863345,NaN,clear sky,clear sky
90,18863358,NaN,clear sky,clear sky
91,18863364,NaN,scattered clouds,scattered clouds
92,18863379,NaN,clear sky,clear sky
93,18863398,NaN,overcast clouds,overcast clouds
94,18863427,NaN,light rain,NaN
95,18863433,NaN,overcast clouds,overcast clouds
96,18863191,GOOD,clear sky,clear sky
97,18863205,GOOD,scattered clouds,scattered clouds
98,18863208,NaN,heavy intensity rain,NaN
101,18863240,NaN,scattered clouds,NaN
103,18863253,NaN,moderate rain,NaN
104,18863265,NaN,moderate rain,NaN
105,18863271,NaN,moderate rain,NaN
106,18863287,NaN,moderate rain,NaN
107,18863289,NaN,light rain,NaN
109,18863307,NaN,moderate rain,NaN
110,18863323,NaN,scattered clouds,NaN
111,18863325,NaN,moderate rain,NaN
112,18863342,NaN,few clouds,NaN
113,18863348,NaN,clear sky,clear sky
114,18863352,NaN,broken clouds,NaN
115,18863374,NaN,few clouds,few clouds
118,18863416,NaN,light rain,NaN
120,18863190,GOOD,clear sky,clear sky
122,18863214,NaN,broken clouds,NaN
123,18863224,NaN,broken clouds,NaN
124,18863232,NaN,light rain,NaN
125,18863243,NaN,scattered clouds,NaN
126,18863250,NaN,light rain,NaN
130,18863284,NaN,broken clouds,NaN
132,18863305,NaN,light snow,NaN
133,18863313,NaN,heavy intensity rain,NaN
134,18863321,NaN,overcast clouds,NaN
135,18863331,NaN,light rain,NaN
136,18863340,NaN,light snow,light snow
137,18863343,NaN,overcast clouds,overcast clouds
139,18863368,NaN,NaN,NaN
140,18863390,NaN,few clouds,few clouds
141,18863404,NaN,overcast clouds,overcast clouds
142,18863425,NaN,light intensity shower rain,light intensity shower rain
143,18863441,NaN,light rain,NaN
146,18863211,NaN,overcast clouds,NaN
147,18863222,NaN,light rain,NaN
149,18863239,NaN,scattered clouds,NaN
151,18863258,NaN,light rain,NaN
152,18863263,NaN,light rain,NaN
153,18863276,NaN,moderate rain,NaN
154,18863285,NaN,moderate rain,NaN
155,18863294,NaN,scattered clouds,NaN
156,18863306,NaN,overcast clouds,NaN
157,18863311,NaN,moderate rain,NaN
160,18863339,NaN,clear sky,clear sky
163,18863370,NaN,sky is clear,NaN
164,18863388,NaN,moderate rain,NaN
166,18863429,NaN,scattered clouds,scattered clouds
169,18863200,GOOD,clear sky,clear sky
171,18863218,NaN,sky is clear,NaN
172,18863231,NaN,light rain,NaN
173,18863235,NaN,light rain,NaN
174,18863246,NaN,overcast clouds,NaN
175,18863261,NaN,light rain,NaN
177,18863275,NaN,NaN,NaN
180,18863299,NaN,light snow,NaN
182,18863317,NaN,broken clouds,NaN
184,18863335,NaN,overcast clouds,overcast clouds
186,18863360,NaN,clear sky,clear sky
188,18863392,NaN,clear sky,clear sky
189,18863396,NaN,moderate rain,NaN
190,18863414,NaN,sky is clear,NaN
191,18863443,NaN,broken clouds,NaN
192,18863197,GOOD,clear sky,clear sky
193,18863199,NaN,light rain,light rain
194,18863215,NaN,broken clouds,NaN
196,18863233,NaN,light rain,NaN
198,18863251,NaN,few clouds,NaN
199,18863260,NaN,sky is clear,NaN
202,18863286,NaN,moderate rain,NaN
204,18863304,NaN,scattered clouds,NaN
207,18863332,NaN,clear sky,clear sky
209,18863347,NaN,overcast clouds,NaN
210,18863359,NaN,clear sky,clear sky
211,18863372,NaN,overcast clouds,overcast clouds
213,18863402,NaN,scattered clouds,overcast clouds
215,18863447,NaN,overcast clouds,NaN
218,18863212,NaN,light rain,NaN
219,18863225,NaN,light rain,NaN
221,18863241,NaN,broken clouds,NaN
222,18863249,NaN,overcast clouds,NaN
224,18863266,NaN,moderate rain,NaN
228,18863302,NaN,few clouds,NaN
231,18863328,NaN,overcast clouds,overcast clouds
232,18863338,NaN,overcast clouds,overcast clouds
235,18863361,NaN,few clouds,few clouds
236,18863386,NaN,light rain,light rain
238,18863423,NaN,few clouds,few clouds
239,18863437,NaN,overcast clouds,NaN
240,18863198,GOOD,clear sky,clear sky
243,18863221,NaN,NaN,NaN
244,18863234,NaN,moderate rain,NaN
248,18863270,NaN,moderate rain,NaN
249,18863278,NaN,light rain,NaN
251,18863292,NaN,light rain,NaN
254,18863316,NaN,few clouds,NaN
257,18863349,NaN,broken clouds,broken clouds
260,18863394,NaN,scattered clouds,scattered clouds
261,18863412,NaN,scattered clouds,scattered clouds
265,18863206,GOOD,moderate rain,moderate rain
270,18863248,NaN,overcast clouds,NaN
274,18863280,NaN,light rain,NaN
275,18863297,NaN,snow,NaN
278,18863315,NaN,moderate rain,NaN
279,18863320,NaN,NaN,NaN
283,18863357,NaN,clear sky,clear sky
288,18863445,NaN,overcast clouds,NaN
292,18863223,NaN,scattered clouds,NaN
293,18863226,NaN,overcast clouds,NaN
297,18863268,NaN,NaN,NaN
298,18863279,NaN,light rain,NaN
303,18863312,NaN,light rain,NaN
310,18863384,NaN,few clouds,few clouds
311,18863408,NaN,moderate rain,NaN
321,18863259,NaN,light rain,NaN
325,18863295,NaN,light rain,NaN
330,18863330,NaN,light rain,NaN
331,18863334,NaN,scattered clouds,scattered clouds
339,18863194,GOOD,clear sky,clear sky
347,18863262,NaN,broken clouds,NaN
349,18863288,NaN,moderate rain,NaN
356,18863351,NaN,few clouds,few clouds
364,18863202,NaN,NaN,NaN
376,18863309,NaN,NaN,NaN
